"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"1956","Curacautín","Quehaceres del hogar","Mapuche","Mujer",324,"2017",9203
"1957","Curacautín","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",100,"2017",9203
"1958","Curacautín","Otra razón","No pertenece a ningún pueblo indígena","Mujer",32,"2017",9203
"1959","Curacautín","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",1053,"2017",9203
"1960","Curacautín","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",985,"2017",9203
"1961","Curacautín","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Hombre",73,"2017",9203
"1962","Curacautín","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",140,"2017",9203
"1963","Curacautín","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",280,"2017",9203
"1964","Curacautín","Busca cuando realmente lo necesita o tiene trabajo esporádic","Mapuche","Hombre",54,"2017",9203
"1965","Curacautín","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Hombre",32,"2017",9203
"1966","Curacautín","Estudiante","Mapuche","Hombre",108,"2017",9203
"1967","Curacautín","Estudiante","Mapuche","Mujer",173,"2017",9203
"1968","Curacautín","No tiene con quien dejar a los niños","Mapuche","Mujer",104,"2017",9203
"1969","Curacautín","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",105,"2017",9203
"1970","Curacaví","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",574,"2017",13503
"1971","Curacaví","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",1890,"2017",13503
"1972","Curacaví","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",123,"2017",13503
"1973","Curacaví","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",1166,"2017",13503
"1974","Curacaví","Estudiante","No pertenece a ningún pueblo indígena","Hombre",1436,"2017",13503
"1975","Curacaví","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",1521,"2017",13503
"1976","Curacaví","No sabe/no responde","No pertenece a ningún pueblo indígena","Hombre",98,"2017",13503
"1977","Curacaví","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",637,"2017",13503
"1978","Curacaví","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Hombre",132,"2017",13503
"1979","Curacaví","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",2652,"2017",13503
"1980","Curacaví","Otra razón","No pertenece a ningún pueblo indígena","Hombre",314,"2017",13503
"1981","Curacaví","No sabe/no responde","No pertenece a ningún pueblo indígena","Mujer",98,"2017",13503
"1982","Curacaví","Estudiante","No pertenece a ningún pueblo indígena","Mujer",1280,"2017",13503
"1983","Curacaví","Estudiante","Mapuche","Mujer",123,"2017",13503
"1984","Curacaví","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Mujer",66,"2017",13503
"1985","Curaco de Vélez","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",207,"2017",10204
"1986","Curaco de Vélez","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",342,"2017",10204
"1987","Curaco de Vélez","Está enfermo o tiene una discapacidad","Mapuche","Mujer",45,"2017",10204
"1988","Curaco de Vélez","Otra razón","Mapuche","Hombre",45,"2017",10204
"1989","Curaco de Vélez","Estudiante","No pertenece a ningún pueblo indígena","Mujer",180,"2017",10204
"1990","Curaco de Vélez","Estudiante","Mapuche","Hombre",36,"2017",10204
"1991","Curaco de Vélez","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",135,"2017",10204
"1992","Curaco de Vélez","Quehaceres del hogar","Mapuche","Mujer",126,"2017",10204
"1993","Curaco de Vélez","Estudiante","Mapuche","Mujer",126,"2017",10204
"1994","Curaco de Vélez","Estudiante","No pertenece a ningún pueblo indígena","Hombre",45,"2017",10204
"1995","Curaco de Vélez","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",171,"2017",10204
"1996","Curaco de Vélez","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",171,"2017",10204
"1997","Curaco de Vélez","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",45,"2017",10204
"1998","Curaco de Vélez","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",45,"2017",10204
"1999","Curaco de Vélez","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Hombre",45,"2017",10204
"2000","Curaco de Vélez","Está enfermo o tiene una discapacidad","Mapuche","Hombre",36,"2017",10204
"2001","Curanilahue","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",555,"2017",8205
"2002","Curanilahue","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Hombre",87,"2017",8205
"2003","Curanilahue","Estudiante","Mapuche","Hombre",92,"2017",8205
"2004","Curanilahue","No tiene interés en trabajar","Mapuche","Hombre",31,"2017",8205
"2005","Curanilahue","Estudiante","No pertenece a ningún pueblo indígena","Mujer",1279,"2017",8205
"2006","Curanilahue","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",91,"2017",8205
"2007","Curanilahue","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",166,"2017",8205
"2008","Curanilahue","Otra razón","No pertenece a ningún pueblo indígena","Mujer",42,"2017",8205
"2009","Curanilahue","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",1895,"2017",8205
"2010","Curanilahue","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",596,"2017",8205
"2011","Curanilahue","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Hombre",43,"2017",8205
"2012","Curanilahue","No sabe/no responde","No pertenece a ningún pueblo indígena","Mujer",49,"2017",8205
"2013","Curanilahue","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Hombre",42,"2017",8205
"2014","Curanilahue","No tiene interés en trabajar","Mapuche","Mujer",73,"2017",8205
"2015","Curanilahue","Está esperando resultado de gestiones ya emprendidas","Mapuche","Mujer",34,"2017",8205
"2016","Curanilahue","Otra razón","No pertenece a ningún pueblo indígena","Hombre",193,"2017",8205
"2017","Curanilahue","Estudiante","No pertenece a ningún pueblo indígena","Hombre",1295,"2017",8205
"2018","Curanilahue","Quehaceres del hogar","Mapuche","Mujer",187,"2017",8205
"2019","Curanilahue","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Mujer",298,"2017",8205
"2020","Curanilahue","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",42,"2017",8205
"2021","Curanilahue","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Mujer",66,"2017",8205
"2022","Curanilahue","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",1743,"2017",8205
"2023","Curanilahue","Estudiante","Mapuche","Mujer",251,"2017",8205
"2024","Curanilahue","No tiene con quien dejar a otro familiar","No pertenece a ningún pueblo indígena","Mujer",23,"2017",8205
"2025","Curanilahue","No tiene con quien dejar a los niños","Mapuche","Mujer",193,"2017",8205
"2026","Curanilahue","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",1469,"2017",8205
"2027","Curanilahue","No sabe/no responde","No pertenece a ningún pueblo indígena","Hombre",56,"2017",8205
"2028","Curanilahue","Las reglas, horarios y distancias de los trabajos no le acom","No pertenece a ningún pueblo indígena","Mujer",67,"2017",8205
"2029","Curarrehue","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",22,"2017",9104
"2030","Curarrehue","No tiene con quien dejar a otro familiar","Mapuche","Mujer",54,"2017",9104
"2031","Curarrehue","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",23,"2017",9104
"2032","Curarrehue","Estudiante","No pertenece a ningún pueblo indígena","Hombre",73,"2017",9104
"2033","Curarrehue","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",54,"2017",9104
"2034","Curarrehue","Se cansó de buscar o cree que no hay trabajo disponible","Mapuche","Hombre",17,"2017",9104
"2035","Curarrehue","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Hombre",11,"2017",9104
"2036","Curarrehue","No tiene con quien dejar a los niños","Mapuche","Mujer",17,"2017",9104
"2037","Curarrehue","Está enfermo o tiene una discapacidad","Mapuche","Hombre",110,"2017",9104
"2038","Curarrehue","Otra razón","Kawashkar o Alacalufes","Mujer",56,"2017",9104
"2039","Curarrehue","Consiguió trabajo que empezará pronto o iniciará pronto una","Mapuche","Mujer",56,"2017",9104
"2040","Curarrehue","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",301,"2017",9104
"2041","Curarrehue","Otra razón","Mapuche","Hombre",168,"2017",9104
"2042","Curarrehue","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",164,"2017",9104
"2043","Curarrehue","Quehaceres del hogar","Mapuche","Hombre",56,"2017",9104
"2044","Curarrehue","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",318,"2017",9104
"2045","Curarrehue","Está enfermo o tiene una discapacidad","Mapuche","Mujer",56,"2017",9104
"2046","Curarrehue","Estudiante","Mapuche","Mujer",202,"2017",9104
"2047","Curarrehue","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",210,"2017",9104
"2048","Curarrehue","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",119,"2017",9104
"2049","Curarrehue","Quehaceres del hogar","Mapuche","Mujer",467,"2017",9104
"2050","Curarrehue","Estudiante","No pertenece a ningún pueblo indígena","Mujer",62,"2017",9104
"2051","Curarrehue","Estudiante","Mapuche","Hombre",22,"2017",9104
"2052","Curarrehue","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",54,"2017",9104
"2053","Curarrehue","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Hombre",54,"2017",9104
"2054","Curarrehue","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",341,"2017",9104
"2055","Curepto","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",52,"2017",7103
"2056","Curepto","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Hombre",52,"2017",7103
"2057","Curepto","Estudiante","No pertenece a ningún pueblo indígena","Hombre",231,"2017",7103
"2058","Curepto","Quehaceres del hogar","Mapuche","Mujer",134,"2017",7103
"2059","Curepto","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",52,"2017",7103
"2060","Curepto","Estudiante","Mapuche","Hombre",15,"2017",7103
"2061","Curepto","Está enfermo o tiene una discapacidad","Mapuche","Mujer",52,"2017",7103
"2062","Curepto","Estudiante","Mapuche","Mujer",84,"2017",7103
"2063","Curepto","Está enfermo o tiene una discapacidad","Mapuche","Hombre",15,"2017",7103
"2064","Curepto","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Mujer",104,"2017",7103
"2065","Curepto","No sabe/no responde","No pertenece a ningún pueblo indígena","Mujer",39,"2017",7103
"2066","Curepto","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",52,"2017",7103
"2067","Curepto","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",891,"2017",7103
"2068","Curepto","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",55,"2017",7103
"2069","Curepto","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",592,"2017",7103
"2070","Curepto","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",761,"2017",7103
"2071","Curepto","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",104,"2017",7103
"2072","Curepto","Estudiante","No pertenece a ningún pueblo indígena","Mujer",401,"2017",7103
"2073","Curicó","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",1066,"2017",7301
"2074","Curicó","Consiguió trabajo que empezará pronto o iniciará pronto una","No pertenece a ningún pueblo indígena","Hombre",44,"2017",7301
"2075","Curicó","Estudiante","No pertenece a ningún pueblo indígena","Mujer",6509,"2017",7301
"2076","Curicó","Consiguió trabajo que empezará pronto o iniciará pronto una","No pertenece a ningún pueblo indígena","Mujer",198,"2017",7301
"2077","Curicó","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",435,"2017",7301
"2078","Curicó","Quehaceres del hogar","Mapuche","Mujer",125,"2017",7301
"2079","Curicó","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",108,"2017",7301
"2080","Curicó","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Mujer",71,"2017",7301
"2081","Curicó","No tiene con quien dejar a los niños","Mapuche","Mujer",201,"2017",7301
"2082","Curicó","Otra razón","No sabe/no responde","Hombre",47,"2017",7301
"2083","Curicó","No tiene con quien dejar a otro familiar","No pertenece a ningún pueblo indígena","Mujer",267,"2017",7301
"2084","Curicó","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Mujer",342,"2017",7301
"2085","Curicó","Otra razón","No pertenece a ningún pueblo indígena","Hombre",1212,"2017",7301
"2086","Curicó","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",10180,"2017",7301
"2087","Curicó","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Hombre",40,"2017",7301
"2088","Curicó","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Mujer",269,"2017",7301
"2089","Curicó","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","No pertenece a ningún pueblo indígena","Mujer",138,"2017",7301
"2090","Curicó","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",2001,"2017",7301
"2091","Curicó","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Hombre",219,"2017",7301
"2092","Curicó","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Hombre",279,"2017",7301
"2093","Curicó","No sabe/no responde","No pertenece a ningún pueblo indígena","Hombre",121,"2017",7301
"2094","Curicó","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",194,"2017",7301
"2095","Curicó","Estudiante","Mapuche","Mujer",246,"2017",7301
"2096","Curicó","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Hombre",312,"2017",7301
"2097","Curicó","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Hombre",23,"2017",7301
"2098","Curicó","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",10552,"2017",7301
"2099","Curicó","Otra razón","Mapuche","Hombre",73,"2017",7301
"2100","Curicó","Está enfermo o tiene una discapacidad","Mapuche","Mujer",133,"2017",7301
"2101","Curicó","Otra razón","No pertenece a ningún pueblo indígena","Mujer",1265,"2017",7301
"2102","Curicó","Las reglas, horarios y distancias de los trabajos no le acom","No pertenece a ningún pueblo indígena","Mujer",53,"2017",7301
"2103","Curicó","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",92,"2017",7301
"2104","Curicó","Está enfermo o tiene una discapacidad","Quechua","Mujer",22,"2017",7301
"2105","Curicó","Busca cuando realmente lo necesita o tiene trabajo esporádic","Mapuche","Hombre",51,"2017",7301
"2106","Curicó","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",1812,"2017",7301
"2107","Curicó","No sabe/no responde","No pertenece a ningún pueblo indígena","Mujer",164,"2017",7301
"2108","Curicó","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Hombre",190,"2017",7301
"2109","Curicó","Ofrecen sueldos muy bajos","No pertenece a ningún pueblo indígena","Hombre",43,"2017",7301
"2110","Curicó","Ofrecen sueldos muy bajos","No pertenece a ningún pueblo indígena","Mujer",30,"2017",7301
"2111","Curicó","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",101,"2017",7301
"2112","Curicó","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Mujer",55,"2017",7301
"2113","Curicó","Otra razón","No sabe/no responde","Mujer",94,"2017",7301
"2114","Curicó","No sabe/no responde","Mapuche","Mujer",43,"2017",7301
"2115","Curicó","Estudiante","Mapuche","Hombre",196,"2017",7301
"2116","Curicó","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Hombre",35,"2017",7301
"2117","Curicó","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",5756,"2017",7301
"2118","Curicó","Estudiante","No pertenece a ningún pueblo indígena","Hombre",6748,"2017",7301
"2119","Curicó","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","No pertenece a ningún pueblo indígena","Hombre",58,"2017",7301
"2120","Dalcahue","Otra razón","Mapuche","Hombre",38,"2017",10205
"2121","Dalcahue","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Hombre",68,"2017",10205
"2122","Dalcahue","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",154,"2017",10205
"2123","Dalcahue","Se cansó de buscar o cree que no hay trabajo disponible","Mapuche","Hombre",68,"2017",10205
"2124","Dalcahue","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",399,"2017",10205
"2125","Dalcahue","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",18,"2017",10205
"2126","Dalcahue","Otra razón","No pertenece a ningún pueblo indígena","Hombre",38,"2017",10205
"2127","Dalcahue","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",154,"2017",10205
"2128","Dalcahue","Se cansó de buscar o cree que no hay trabajo disponible","Mapuche","Mujer",133,"2017",10205
"2129","Dalcahue","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",1226,"2017",10205
"2130","Dalcahue","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",1111,"2017",10205
"2131","Dalcahue","No sabe/no responde","No pertenece a ningún pueblo indígena","Hombre",68,"2017",10205
"2132","Dalcahue","Quehaceres del hogar","Mapuche","Mujer",676,"2017",10205
"2133","Dalcahue","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",133,"2017",10205
"2134","Dalcahue","Jubilado(a), pensionado(a) o montepiado(a)","Kawashkar o Alacalufes","Hombre",84,"2017",10205
"2135","Dalcahue","Estudiante","Mapuche","Mujer",106,"2017",10205
"2136","Dalcahue","No tiene con quien dejar a los niños","Mapuche","Mujer",122,"2017",10205
"2137","Dalcahue","Está enfermo o tiene una discapacidad","Mapuche","Hombre",269,"2017",10205
"2138","Dalcahue","Quehaceres del hogar","Mapuche","Hombre",84,"2017",10205
"2139","Dalcahue","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",84,"2017",10205
"2140","Dalcahue","Estudiante","No pertenece a ningún pueblo indígena","Mujer",329,"2017",10205
"2141","Dalcahue","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",499,"2017",10205
"2142","Dalcahue","Está esperando resultado de gestiones ya emprendidas","Mapuche","Hombre",68,"2017",10205
"2143","Dalcahue","Estudiante","No pertenece a ningún pueblo indígena","Hombre",190,"2017",10205
"2144","Dalcahue","Estudiante","Mapuche","Hombre",553,"2017",10205
"2145","Dalcahue","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Hombre",18,"2017",10205
"2146","Dalcahue","No tiene con quien dejar a adultos mayores","Mapuche","Mujer",133,"2017",10205
"2147","Diego de Almagro","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",236,"2017",3202
"2148","Diego de Almagro","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Hombre",3,"2017",3202
"2149","Diego de Almagro","Estudiante","Diaguita","Hombre",84,"2017",3202
"2150","Diego de Almagro","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",9,"2017",3202
"2151","Diego de Almagro","No tiene con quien dejar a otro familiar","No pertenece a ningún pueblo indígena","Mujer",18,"2017",3202
"2152","Diego de Almagro","Estudiante","No pertenece a ningún pueblo indígena","Mujer",254,"2017",3202
"2153","Diego de Almagro","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",198,"2017",3202
"2154","Diego de Almagro","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","No pertenece a ningún pueblo indígena","Hombre",28,"2017",3202
"2155","Diego de Almagro","Otra razón","No pertenece a ningún pueblo indígena","Hombre",3,"2017",3202
"2156","Diego de Almagro","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",674,"2017",3202
"2157","Diego de Almagro","Estudiante","Mapuche","Hombre",28,"2017",3202
"2158","Diego de Almagro","Está esperando resultado de gestiones ya emprendidas","Collas","Hombre",18,"2017",3202
"2159","Diego de Almagro","Jubilado(a), pensionado(a) o montepiado(a)","Collas","Hombre",3,"2017",3202
"2160","Diego de Almagro","Jubilado(a), pensionado(a) o montepiado(a)","Diaguita","Hombre",18,"2017",3202
"2161","Diego de Almagro","Otra razón","No pertenece a ningún pueblo indígena","Mujer",102,"2017",3202
"2162","Diego de Almagro","Estudiante","Collas","Hombre",17,"2017",3202
"2163","Diego de Almagro","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Mujer",6,"2017",3202
"2164","Diego de Almagro","Quehaceres del hogar","Diaguita","Mujer",59,"2017",3202
"2165","Diego de Almagro","Estudiante","Collas","Mujer",35,"2017",3202
"2166","Diego de Almagro","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Mujer",17,"2017",3202
"2167","Diego de Almagro","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",20,"2017",3202
"2168","Diego de Almagro","Está enfermo o tiene una discapacidad","Collas","Mujer",6,"2017",3202
"2169","Diego de Almagro","Estudiante","No pertenece a ningún pueblo indígena","Hombre",317,"2017",3202
"2170","Diego de Almagro","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",87,"2017",3202
"2171","Diego de Almagro","Consiguió trabajo que empezará pronto o iniciará pronto una","No pertenece a ningún pueblo indígena","Mujer",20,"2017",3202
"2172","Diego de Almagro","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",54,"2017",3202
"2173","Diego de Almagro","Estudiante","Mapuche","Mujer",28,"2017",3202
"2174","Diego de Almagro","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",82,"2017",3202
"2175","Diego de Almagro","Quehaceres del hogar","Collas","Mujer",40,"2017",3202
"2176","Doñihue","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",20,"2017",6105
"2177","Doñihue","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",146,"2017",6105
"2178","Doñihue","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",20,"2017",6105
"2179","Doñihue","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",973,"2017",6105
"2180","Doñihue","Estudiante","No pertenece a ningún pueblo indígena","Hombre",1099,"2017",6105
"2181","Doñihue","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Hombre",63,"2017",6105
"2182","Doñihue","Quehaceres del hogar","Mapuche","Mujer",16,"2017",6105
"2183","Doñihue","Las reglas, horarios y distancias de los trabajos no le acom","No pertenece a ningún pueblo indígena","Mujer",16,"2017",6105
"2184","Doñihue","Estudiante","No pertenece a ningún pueblo indígena","Mujer",1081,"2017",6105
"2185","Doñihue","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",293,"2017",6105
"2186","Doñihue","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",84,"2017",6105
"2187","Doñihue","Otra razón","No pertenece a ningún pueblo indígena","Mujer",174,"2017",6105
"2188","Doñihue","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Mujer",20,"2017",6105
"2189","Doñihue","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",2078,"2017",6105
"2190","Doñihue","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",1990,"2017",6105
"2191","Doñihue","Otra razón","No pertenece a ningún pueblo indígena","Hombre",63,"2017",6105
"2192","El Bosque","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",158,"2017",13105
"2193","El Bosque","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",887,"2017",13105
"2194","El Bosque","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",2480,"2017",13105
"2195","El Bosque","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",6057,"2017",13105
"2196","El Bosque","Estudiante","Mapuche","Hombre",278,"2017",13105
"2197","El Bosque","Otra razón","No pertenece a ningún pueblo indígena","Hombre",787,"2017",13105
"2198","El Bosque","No sabe/no responde","No pertenece a ningún pueblo indígena","Mujer",272,"2017",13105
"2199","El Bosque","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Mujer",70,"2017",13105
"2200","El Bosque","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",176,"2017",13105
"2201","El Bosque","Está enfermo o tiene una discapacidad","Mapuche","Mujer",142,"2017",13105
"2202","El Bosque","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",4086,"2017",13105
"2203","El Bosque","Quehaceres del hogar","Mapuche","Mujer",1039,"2017",13105
"2204","El Bosque","Otra razón","No pertenece a ningún pueblo indígena","Mujer",832,"2017",13105
"2205","El Bosque","Estudiante","Mapuche","Mujer",607,"2017",13105
"2206","El Bosque","Consiguió trabajo que empezará pronto o iniciará pronto una","No pertenece a ningún pueblo indígena","Mujer",135,"2017",13105
"2207","El Bosque","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Mujer",109,"2017",13105
"2208","El Bosque","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",8464,"2017",13105
"2209","El Bosque","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",5213,"2017",13105
"2210","El Bosque","Estudiante","No pertenece a ningún pueblo indígena","Mujer",4611,"2017",13105
"2211","El Bosque","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Hombre",1018,"2017",13105
"2212","El Bosque","Está enfermo o tiene una discapacidad","Mapuche","Hombre",142,"2017",13105
"2213","El Bosque","Estudiante","No pertenece a ningún pueblo indígena","Hombre",4496,"2017",13105
"2214","El Bosque","Consiguió trabajo que empezará pronto o iniciará pronto una","No pertenece a ningún pueblo indígena","Hombre",158,"2017",13105
"2215","El Bosque","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",1969,"2017",13105
