;Comuna;Educacion;Etnia;Sexo;Freq;anio;codigo;;
1193;coltauco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;72;2011;6104;;
1194;coltauco;dificultad económica;mapuche;mujer;36;2011;6104;;
1195;coltauco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;87;2011;6104;;
1196;coltauco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;655;2011;6104;;
1197;coltauco;dificultad económica;no pertenece a ningún pueblo indígena;mujer;36;2011;6104;;
1198;coltauco;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;36;2011;6104;;
1199;coltauco;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;87;2011;6104;;
1200;coltauco;trabaja o busca trabajo;mapuche;hombre;35;2011;6104;;
1201;coltauco;otra razón;no pertenece a ningún pueblo indígena;hombre;51;2011;6104;;
1202;combarbalá;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;280;2011;4302;;
1203;combarbalá;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;55;2011;4302;;
1204;combarbalá;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;22;2011;4302;;
1205;combarbalá;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;236;2011;4302;;
1206;combarbalá;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;229;2011;4302;;
1207;combarbalá;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;28;2011;4302;;
1208;combarbalá;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;126;2011;4302;;
1209;combarbalá;dificultad económica;no pertenece a ningún pueblo indígena;hombre;122;2011;4302;;
1210;combarbalá;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;597;2011;4302;;
1211;concepción;dificultad económica;diaguita;mujer;75;2011;8101;;
1212;concepción;trabaja o busca trabajo;mapuche;mujer;89;2011;8101;;
1213;concepción;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;2979;2011;8101;;
1214;concepción;trabaja o busca trabajo;mapuche;hombre;97;2011;8101;;
1215;concepción;dificultad económica;no pertenece a ningún pueblo indígena;mujer;1045;2011;8101;;
1216;concepción;no le interesa;no pertenece a ningún pueblo indígena;mujer;300;2011;8101;;
1217;concepción;no le interesa;mapuche;hombre;79;2011;8101;;
1218;concepción;trabaja o busca trabajo;aymara;mujer;97;2011;8101;;
1219;concepción;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;4356;2011;8101;;
1220;concepción;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;98;2011;8101;;
1221;concepción;dificultad económica;no pertenece a ningún pueblo indígena;hombre;390;2011;8101;;
1222;concepción;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;502;2011;8101;;
1223;concepción;terminó estudiar;mapuche;mujer;185;2011;8101;;
1224;concepción;otra razón;no pertenece a ningún pueblo indígena;hombre;90;2011;8101;;
1225;concepción;dificultad económica;mapuche;mujer;56;2011;8101;;
1226;concepción;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;4567;2011;8101;;
1227;concepción;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;35;2011;8101;;
1228;concepción;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;103;2011;8101;;
1229;concepción;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;9409;2011;8101;;
1230;concepción;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;74;2011;8101;;
1231;concepción;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;11352;2011;8101;;
1232;concepción;otra razón;no pertenece a ningún pueblo indígena;mujer;370;2011;8101;;
1233;conchalí;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;253;2011;13104;;
1234;conchalí;dificultad económica;mapuche;mujer;97;2011;13104;;
1235;conchalí;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1684;2011;13104;;
1236;conchalí;otra razón;no pertenece a ningún pueblo indígena;mujer;253;2011;13104;;
1237;conchalí;dificultad económica;no pertenece a ningún pueblo indígena;hombre;756;2011;13104;;
1238;conchalí;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;583;2011;13104;;
1239;conchalí;terminó estudiar;mapuche;mujer;444;2011;13104;;
1240;conchalí;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;3776;2011;13104;;
1241;conchalí;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;119;2011;13104;;
1242;conchalí;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;395;2011;13104;;
1243;conchalí;no le interesa;no pertenece a ningún pueblo indígena;mujer;402;2011;13104;;
1244;conchalí;trabaja o busca trabajo;mapuche;mujer;101;2011;13104;;
1245;conchalí;trabaja o busca trabajo;mapuche;hombre;209;2011;13104;;
1246;conchalí;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1524;2011;13104;;
1247;conchalí;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;4694;2011;13104;;
1248;conchalí;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;2146;2011;13104;;
1249;conchalí;problemas familiares;no pertenece a ningún pueblo indígena;hombre;69;2011;13104;;
1250;conchalí;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;140;2011;13104;;
1251;conchalí;otra razón;no pertenece a ningún pueblo indígena;hombre;299;2011;13104;;
1252;conchalí;dificultad económica;no pertenece a ningún pueblo indígena;mujer;977;2011;13104;;
1253;conchalí;otra razón;mapuche;hombre;197;2011;13104;;
1254;conchalí;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;253;2011;13104;;
1255;concón;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;674;2011;5103;;
1256;concón;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;887;2011;5103;;
1257;concón;trabaja o busca trabajo;mapuche;mujer;344;2011;5103;;
1258;concón;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;686;2011;5103;;
1259;concón;problemas familiares;no pertenece a ningún pueblo indígena;mujer;993;2011;5103;;
1260;concón;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;655;2011;5103;;
1261;concón;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;198;2011;5103;;
1262;concón;no le interesa;no pertenece a ningún pueblo indígena;mujer;674;2011;5103;;
1263;concón;dificultad económica;no pertenece a ningún pueblo indígena;mujer;360;2011;5103;;
1264;concón;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;99;2011;5103;;
1265;concón;problemas familiares;no pertenece a ningún pueblo indígena;hombre;99;2011;5103;;
1266;concón;dificultad económica;no pertenece a ningún pueblo indígena;hombre;609;2011;5103;;
1267;concón;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;734;2011;5103;;
1268;concón;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;249;2011;5103;;
1269;constitución;dificultad económica;mapuche;mujer;58;2011;7102;;
1270;constitución;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;2090;2011;7102;;
1271;constitución;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;816;2011;7102;;
1272;constitución;terminó estudiar;mapuche;mujer;79;2011;7102;;
1273;constitución;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;1450;2011;7102;;
1274;constitución;dificultad económica;no pertenece a ningún pueblo indígena;mujer;120;2011;7102;;
1275;constitución;problemas familiares;no pertenece a ningún pueblo indígena;mujer;50;2011;7102;;
1276;constitución;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;650;2011;7102;;
1277;constitución;no le interesa;no pertenece a ningún pueblo indígena;mujer;58;2011;7102;;
1278;constitución;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;34;2011;7102;;
1279;constitución;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;26;2011;7102;;
1280;constitución;terminó estudiar;mapuche;hombre;34;2011;7102;;
1281;constitución;dificultad económica;no pertenece a ningún pueblo indígena;hombre;191;2011;7102;;
1282;constitución;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1199;2011;7102;;
1283;constitución;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1098;2011;7102;;
1284;constitución;no le interesa;no pertenece a ningún pueblo indígena;hombre;168;2011;7102;;
1285;constitución;otra razón;mapuche;mujer;62;2011;7102;;
1286;constitución;problemas familiares;no pertenece a ningún pueblo indígena;hombre;121;2011;7102;;
1287;constitución;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;26;2011;7102;;
1288;constitución;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;31;2011;7102;;
1289;constitución;embarazo, maternidad o paternidad;mapuche;mujer;100;2011;7102;;
1290;constitución;otra razón;mapuche;hombre;73;2011;7102;;
1291;contulmo;terminó estudiar;mapuche;hombre;34;2011;8204;;
1292;contulmo;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;106;2011;8204;;
1293;contulmo;no le interesa;no pertenece a ningún pueblo indígena;mujer;40;2011;8204;;
1294;contulmo;no le interesa;no pertenece a ningún pueblo indígena;hombre;40;2011;8204;;
1295;contulmo;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;78;2011;8204;;
1296;contulmo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;59;2011;8204;;
1297;contulmo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;34;2011;8204;;
1298;contulmo;trabaja o busca trabajo;mapuche;hombre;20;2011;8204;;
1299;contulmo;dificultad económica;mapuche;mujer;51;2011;8204;;
1300;contulmo;no le interesa;mapuche;hombre;51;2011;8204;;
1301;contulmo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;20;2011;8204;;
1302;contulmo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;34;2011;8204;;
1303;contulmo;dificultad económica;no pertenece a ningún pueblo indígena;hombre;25;2011;8204;;
1304;contulmo;trabaja o busca trabajo;mapuche;mujer;17;2011;8204;;
1305;contulmo;ayuda en la casa o quehaceres del hogar;mapuche;mujer;17;2011;8204;;
1306;contulmo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;123;2011;8204;;
1307;copiapó;trabaja o busca trabajo;mapuche;mujer;31;2011;3101;;
1308;copiapó;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;223;2011;3101;;
1309;copiapó;trabaja o busca trabajo;coya;mujer;271;2011;3101;;
1310;copiapó;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;59;2011;3101;;
1311;copiapó;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;mujer;52;2011;3101;;
1312;copiapó;terminó estudiar;mapuche;hombre;54;2011;3101;;
1313;copiapó;embarazo, maternidad o paternidad;diaguita;mujer;156;2011;3101;;
1314;copiapó;dificultad económica;no pertenece a ningún pueblo indígena;hombre;394;2011;3101;;
1315;copiapó;problemas familiares;no pertenece a ningún pueblo indígena;mujer;115;2011;3101;;
1316;copiapó;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;242;2011;3101;;
1317;copiapó;terminó estudiar;yagán (yámana);hombre;41;2011;3101;;
1318;copiapó;trabaja o busca trabajo;coya;hombre;409;2011;3101;;
1319;copiapó;embarazo, maternidad o paternidad;mapuche;mujer;217;2011;3101;;
1320;copiapó;terminó estudiar;coya;hombre;21;2011;3101;;
1321;copiapó;trabaja o busca trabajo;diaguita;mujer;74;2011;3101;;
1322;copiapó;terminó estudiar;yagán (yámana);mujer;41;2011;3101;;
1323;copiapó;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;3897;2011;3101;;
1324;copiapó;trabaja o busca trabajo;diaguita;hombre;159;2011;3101;;
1325;copiapó;otra razón;no pertenece a ningún pueblo indígena;hombre;107;2011;3101;;
1326;copiapó;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;3487;2011;3101;;
1327;copiapó;otra razón;no pertenece a ningún pueblo indígena;mujer;269;2011;3101;;
1328;copiapó;trabaja o busca trabajo;mapuche;hombre;41;2011;3101;;
1329;copiapó;ayuda en la casa o quehaceres del hogar;diaguita;mujer;20;2011;3101;;
1330;copiapó;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;2480;2011;3101;;
1331;copiapó;expulsión o cancelación de matrícula;diaguita;hombre;16;2011;3101;;
1332;copiapó;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;51;2011;3101;;
1333;copiapó;terminó estudiar;mapuche;mujer;40;2011;3101;;
1334;copiapó;no le interesa;no pertenece a ningún pueblo indígena;mujer;321;2011;3101;;
1335;copiapó;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;3116;2011;3101;;
1336;copiapó;terminó estudiar;diaguita;mujer;81;2011;3101;;
1337;copiapó;otra razón;mapuche;hombre;24;2011;3101;;
1338;copiapó;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;136;2011;3101;;
1339;copiapó;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;154;2011;3101;;
1340;copiapó;dificultad económica;aymara;hombre;36;2011;3101;;
1341;copiapó;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;792;2011;3101;;
1342;copiapó;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;214;2011;3101;;
1343;copiapó;ayuda en la casa o quehaceres del hogar;coya;mujer;105;2011;3101;;
1344;copiapó;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;38;2011;3101;;
1345;copiapó;trabaja o busca trabajo;aymara;hombre;15;2011;3101;;
1346;copiapó;terminó estudiar;diaguita;hombre;153;2011;3101;;
1347;copiapó;no le interesa;mapuche;mujer;29;2011;3101;;
1348;copiapó;otra razón;coya;hombre;17;2011;3101;;
1349;copiapó;no le interesa;mapuche;hombre;142;2011;3101;;
1350;copiapó;ayuda en la casa o quehaceres del hogar;aymara;hombre;26;2011;3101;;
1351;copiapó;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;hombre;33;2011;3101;;
1352;copiapó;no le interesa;no pertenece a ningún pueblo indígena;hombre;509;2011;3101;;
1353;copiapó;terminó estudiar;aymara;hombre;16;2011;3101;;
1354;copiapó;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;60;2011;3101;;
1355;copiapó;trabaja o busca trabajo;aymara;mujer;24;2011;3101;;
1356;copiapó;otra razón;diaguita;hombre;16;2011;3101;;
1357;copiapó;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;6678;2011;3101;;
1358;copiapó;embarazo, maternidad o paternidad;aymara;mujer;16;2011;3101;;
1359;copiapó;dificultad económica;no pertenece a ningún pueblo indígena;mujer;314;2011;3101;;
1360;coquimbo;dificultad económica;quechua;hombre;92;2011;4102;;
1361;coquimbo;embarazo, maternidad o paternidad;diaguita;mujer;41;2011;4102;;
1362;coquimbo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;942;2011;4102;;
1363;coquimbo;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;3472;2011;4102;;
1364;coquimbo;trabaja o busca trabajo;mapuche;mujer;226;2011;4102;;
1365;coquimbo;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;45;2011;4102;;
1366;coquimbo;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;473;2011;4102;;
1367;coquimbo;no le interesa;no pertenece a ningún pueblo indígena;hombre;320;2011;4102;;
1368;coquimbo;dificultad económica;quechua;mujer;46;2011;4102;;
1369;coquimbo;terminó estudiar;mapuche;hombre;55;2011;4102;;
1370;coquimbo;dificultad económica;no pertenece a ningún pueblo indígena;mujer;1261;2011;4102;;
1371;coquimbo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;6499;2011;4102;;
1372;coquimbo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;2815;2011;4102;;
1373;coquimbo;no le interesa;diaguita;hombre;101;2011;4102;;
1374;coquimbo;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;4473;2011;4102;;
1375;coquimbo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;4317;2011;4102;;
1376;coquimbo;ayuda en la casa o quehaceres del hogar;mapuche;mujer;69;2011;4102;;
1377;coquimbo;trabaja o busca trabajo;diaguita;mujer;202;2011;4102;;
1378;coquimbo;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;56;2011;4102;;
1379;coquimbo;dificultad económica;no pertenece a ningún pueblo indígena;hombre;1525;2011;4102;;
1380;coquimbo;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;350;2011;4102;;
1381;coquimbo;trabaja o busca trabajo;mapuche;hombre;418;2011;4102;;
1382;coquimbo;terminó estudiar;aymara;mujer;50;2011;4102;;
1383;coquimbo;problemas familiares;no pertenece a ningún pueblo indígena;mujer;164;2011;4102;;
1384;coquimbo;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;186;2011;4102;;
1385;coquimbo;embarazo, maternidad o paternidad;mapuche;mujer;53;2011;4102;;
1386;coquimbo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;207;2011;4102;;
1387;coquimbo;no le interesa;no pertenece a ningún pueblo indígena;mujer;216;2011;4102;;
1388;coquimbo;otra razón;no pertenece a ningún pueblo indígena;mujer;337;2011;4102;;
1389;coquimbo;otra razón;no pertenece a ningún pueblo indígena;hombre;181;2011;4102;;
1390;coronel;no le interesa;no pertenece a ningún pueblo indígena;mujer;374;2011;8102;;
1391;coronel;dificultad económica;no pertenece a ningún pueblo indígena;mujer;453;2011;8102;;
1392;coronel;terminó estudiar;mapuche;mujer;12;2011;8102;;
1393;coronel;no le interesa;no pertenece a ningún pueblo indígena;hombre;220;2011;8102;;
1394;coronel;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;2168;2011;8102;;
1395;coronel;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;204;2011;8102;;
1396;coronel;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;656;2011;8102;;
1397;coronel;otra razón;mapuche;hombre;95;2011;8102;;
1398;coronel;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;12;2011;8102;;
1399;coronel;otra razón;no pertenece a ningún pueblo indígena;hombre;202;2011;8102;;
1400;coronel;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;mujer;73;2011;8102;;
1401;coronel;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1405;2011;8102;;
1402;coronel;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;3018;2011;8102;;
1403;coronel;trabaja o busca trabajo;mapuche;hombre;94;2011;8102;;
1404;coronel;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;325;2011;8102;;
1405;coronel;dificultad económica;no pertenece a ningún pueblo indígena;hombre;241;2011;8102;;
1406;coronel;otra razón;no pertenece a ningún pueblo indígena;mujer;56;2011;8102;;
1407;coronel;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;44;2011;8102;;
1408;coronel;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;122;2011;8102;;
1409;coronel;terminó estudiar;mapuche;hombre;231;2011;8102;;
1410;coronel;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;760;2011;8102;;
1411;coronel;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1848;2011;8102;;
1412;coronel;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;104;2011;8102;;
1413;corral;no le interesa;mapuche;hombre;14;2011;14102;;
1414;corral;no le interesa;no pertenece a ningún pueblo indígena;mujer;24;2011;14102;;
1415;corral;dificultad económica;mapuche;mujer;8;2011;14102;;
1416;corral;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;12;2011;14102;;
1417;corral;dificultad económica;mapuche;hombre;12;2011;14102;;
1418;corral;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;74;2011;14102;;
1419;corral;embarazo, maternidad o paternidad;mapuche;mujer;26;2011;14102;;
1420;corral;terminó estudiar;mapuche;hombre;36;2011;14102;;
1421;corral;trabaja o busca trabajo;mapuche;hombre;25;2011;14102;;
1422;corral;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;12;2011;14102;;
1423;corral;terminó estudiar;mapuche;mujer;20;2011;14102;;
1424;corral;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;137;2011;14102;;
1425;corral;no le interesa;mapuche;mujer;14;2011;14102;;
1426;corral;dificultad económica;no pertenece a ningún pueblo indígena;hombre;29;2011;14102;;
1427;corral;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;74;2011;14102;;
1428;corral;dificultad económica;no pertenece a ningún pueblo indígena;mujer;38;2011;14102;;
1429;corral;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;42;2011;14102;;
1430;coyhaique;trabaja o busca trabajo;mapuche;hombre;416;2011;11101;;
1431;coyhaique;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;hombre;21;2011;11101;;
1432;coyhaique;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;12;2011;11101;;
1433;coyhaique;problemas de rendimiento;mapuche;hombre;8;2011;11101;;
1434;coyhaique;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;865;2011;11101;;
1435;coyhaique;problemas familiares;mapuche;mujer;109;2011;11101;;
1436;coyhaique;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;7;2011;11101;;
1437;coyhaique;dificultad económica;mapuche;hombre;64;2011;11101;;
1438;coyhaique;otra razón;no pertenece a ningún pueblo indígena;mujer;44;2011;11101;;
1439;coyhaique;dificultad económica;mapuche;mujer;88;2011;11101;;
1440;coyhaique;no le interesa;mapuche;hombre;61;2011;11101;;
1441;coyhaique;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;mujer;4;2011;11101;;
1442;coyhaique;trabaja o busca trabajo;kawésqar (alacalufes);mujer;8;2011;11101;;
1443;coyhaique;trabaja o busca trabajo;kawésqar (alacalufes);hombre;16;2011;11101;;
1444;coyhaique;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1002;2011;11101;;
1445;coyhaique;trabaja o busca trabajo;atacameño (likán antai);mujer;7;2011;11101;;
1446;coyhaique;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;38;2011;11101;;
1447;coyhaique;trabaja o busca trabajo;atacameño (likán antai);hombre;14;2011;11101;;
1448;coyhaique;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;hombre;20;2011;11101;;
1449;coyhaique;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;179;2011;11101;;
1450;coyhaique;enfermedad que lo inhabilita;mapuche;mujer;21;2011;11101;;
1451;coyhaique;trabaja o busca trabajo;mapuche;mujer;250;2011;11101;;
1452;coyhaique;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1397;2011;11101;;
1453;coyhaique;embarazo, maternidad o paternidad;mapuche;hombre;14;2011;11101;;
1454;coyhaique;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;378;2011;11101;;
1455;coyhaique;dificultad económica;no pertenece a ningún pueblo indígena;hombre;262;2011;11101;;
1456;coyhaique;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;948;2011;11101;;
1457;coyhaique;terminó estudiar;mapuche;mujer;383;2011;11101;;
1458;coyhaique;dificultad económica;quechua;hombre;4;2011;11101;;
1459;coyhaique;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;7;2011;11101;;
1460;coyhaique;problemas familiares;no pertenece a ningún pueblo indígena;hombre;3;2011;11101;;
1461;coyhaique;otra razón;mapuche;mujer;14;2011;11101;;
1462;coyhaique;problemas familiares;no pertenece a ningún pueblo indígena;mujer;114;2011;11101;;
1463;coyhaique;dificultad económica;no pertenece a ningún pueblo indígena;mujer;155;2011;11101;;
1464;coyhaique;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;19;2011;11101;;
1465;coyhaique;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;18;2011;11101;;
1466;coyhaique;trabaja o busca trabajo;aymara;hombre;6;2011;11101;;
1467;coyhaique;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;78;2011;11101;;
1468;coyhaique;problemas de rendimiento;mapuche;mujer;8;2011;11101;;
1469;coyhaique;enfermedad que lo inhabilita;mapuche;hombre;10;2011;11101;;
1470;coyhaique;otra razón;no pertenece a ningún pueblo indígena;hombre;51;2011;11101;;
1471;coyhaique;problemas familiares;mapuche;hombre;14;2011;11101;;
1472;coyhaique;trabaja o busca trabajo;yagán (yámana);hombre;10;2011;11101;;
1473;coyhaique;ayuda en la casa o quehaceres del hogar;kawésqar (alacalufes);mujer;9;2011;11101;;
1474;coyhaique;terminó estudiar;mapuche;hombre;145;2011;11101;;
1475;coyhaique;embarazo, maternidad o paternidad;kawésqar (alacalufes);mujer;9;2011;11101;;
1476;coyhaique;ayuda en la casa o quehaceres del hogar;mapuche;mujer;64;2011;11101;;
1477;coyhaique;expulsión o cancelación de matrícula;mapuche;mujer;4;2011;11101;;
1478;coyhaique;no le interesa;no pertenece a ningún pueblo indígena;hombre;156;2011;11101;;
1479;coyhaique;embarazo, maternidad o paternidad;kawésqar (alacalufes);hombre;4;2011;11101;;
1480;coyhaique;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;4;2011;11101;;
1481;coyhaique;otra razón;mapuche;hombre;17;2011;11101;;
1482;coyhaique;tiene una discapacidad,  necesita establecimiento especial;mapuche;mujer;5;2011;11101;;
1483;coyhaique;no le interesa;no pertenece a ningún pueblo indígena;mujer;170;2011;11101;;
1484;coyhaique;embarazo, maternidad o paternidad;mapuche;mujer;164;2011;11101;;
1485;coyhaique;no le interesa;mapuche;mujer;9;2011;11101;;
1486;cunco;dificultad económica;no pertenece a ningún pueblo indígena;hombre;122;2011;9103;;
1487;cunco;trabaja o busca trabajo;mapuche;mujer;175;2011;9103;;
1488;cunco;dificultad económica;mapuche;mujer;45;2011;9103;;
1489;cunco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;73;2011;9103;;
1490;cunco;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;11;2011;9103;;
1491;cunco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;78;2011;9103;;
1492;cunco;no le interesa;mapuche;mujer;35;2011;9103;;
1493;cunco;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;14;2011;9103;;
1494;cunco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;379;2011;9103;;
1495;cunco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;551;2011;9103;;
1496;cunco;terminó estudiar;mapuche;mujer;74;2011;9103;;
1497;cunco;trabaja o busca trabajo;mapuche;hombre;123;2011;9103;;
1498;cunco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;390;2011;9103;;
