;Educacion;Educacion;Etnia;Sexo;Freq;anio;codigo
1192;coquimbo;trabaja o busca trabajo;yagán (yámana);mujer;83;2013;4102
1193;coquimbo;embarazo, maternidad o paternidad;aymara;mujer;101;2013;4102
1194;coquimbo;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;194;2013;4102
1195;coquimbo;trabaja o busca trabajo;yagán (yámana);hombre;83;2013;4102
1196;coquimbo;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;3859;2013;4102
1197;coquimbo;dificultad económica;no pertenece a ningún pueblo indígena;hombre;708;2013;4102
1198;coquimbo;trabaja o busca trabajo;ns/nr;mujer;173;2013;4102
1199;coquimbo;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;192;2013;4102
1200;coquimbo;trabaja o busca trabajo;mapuche;hombre;125;2013;4102
1201;coquimbo;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;89;2013;4102
1202;coquimbo;dificultad económica;no pertenece a ningún pueblo indígena;mujer;1025;2013;4102
1203;coquimbo;problemas familiares;mapuche;hombre;48;2013;4102
1204;coquimbo;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;348;2013;4102
1205;coquimbo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1874;2013;4102
1206;coquimbo;embarazo, maternidad o paternidad;mapuche;mujer;48;2013;4102
1207;coquimbo;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;70;2013;4102
1208;coquimbo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;990;2013;4102
1209;coquimbo;ns/nr;no pertenece a ningún pueblo indígena;hombre;1275;2013;4102
1210;coquimbo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;4525;2013;4102
1211;coquimbo;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;hombre;56;2013;4102
1212;coquimbo;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;205;2013;4102
1213;coquimbo;problemas de rendimiento;mapuche;hombre;53;2013;4102
1214;coquimbo;ns/nr;coya;mujer;49;2013;4102
1215;coquimbo;embarazo, maternidad o paternidad;diaguita;mujer;319;2013;4102
1216;coquimbo;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;55;2013;4102
1217;coquimbo;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;139;2013;4102
1218;coquimbo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;7355;2013;4102
1219;coquimbo;terminó estudiar;mapuche;mujer;108;2013;4102
1220;coquimbo;expulsión o cancelación de matrícula;mapuche;hombre;40;2013;4102
1221;coquimbo;no le interesa;no pertenece a ningún pueblo indígena;hombre;727;2013;4102
1222;coronel;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1639;2013;8102
1223;coronel;dificultad económica;mapuche;hombre;88;2013;8102
1224;coronel;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;68;2013;8102
1225;coronel;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1300;2013;8102
1226;coronel;dificultad económica;no pertenece a ningún pueblo indígena;hombre;117;2013;8102
1227;coronel;no le interesa;no pertenece a ningún pueblo indígena;mujer;45;2013;8102
1228;coronel;trabaja o busca trabajo;mapuche;hombre;39;2013;8102
1229;coronel;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;311;2013;8102
1230;coronel;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;101;2013;8102
1231;coronel;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;41;2013;8102
1232;coronel;dificultad económica;no pertenece a ningún pueblo indígena;mujer;71;2013;8102
1233;coronel;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;176;2013;8102
1234;coronel;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;517;2013;8102
1235;coronel;trabaja o busca trabajo;ns/nr;hombre;136;2013;8102
1236;coronel;no le interesa;no pertenece a ningún pueblo indígena;hombre;262;2013;8102
1237;coronel;dificultad económica;mapuche;mujer;166;2013;8102
1238;coronel;ns/nr;no pertenece a ningún pueblo indígena;mujer;387;2013;8102
1239;coronel;ns/nr;no pertenece a ningún pueblo indígena;hombre;709;2013;8102
1240;coronel;embarazo, maternidad o paternidad;mapuche;mujer;43;2013;8102
1241;coronel;terminó estudiar;mapuche;hombre;135;2013;8102
1242;coronel;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;78;2013;8102
1243;coronel;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;1481;2013;8102
1244;coronel;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;mujer;45;2013;8102
1245;coronel;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1300;2013;8102
1246;coronel;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;48;2013;8102
1247;coronel;problemas de rendimiento;mapuche;hombre;22;2013;8102
1248;coronel;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;4741;2013;8102
1249;corral;trabaja o busca trabajo;mapuche;hombre;114;2013;14102
1250;corral;trabaja o busca trabajo;mapuche;mujer;46;2013;14102
1251;corral;problemas familiares;no pertenece a ningún pueblo indígena;hombre;9;2013;14102
1252;corral;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;232;2013;14102
1253;corral;ns/nr;no pertenece a ningún pueblo indígena;hombre;75;2013;14102
1254;corral;embarazo, maternidad o paternidad;mapuche;mujer;19;2013;14102
1255;corral;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;52;2013;14102
1256;corral;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;mujer;14;2013;14102
1257;corral;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;25;2013;14102
1258;corral;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;48;2013;14102
1259;corral;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;14;2013;14102
1260;corral;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;14;2013;14102
1261;corral;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;48;2013;14102
1262;corral;ns/nr;no pertenece a ningún pueblo indígena;mujer;9;2013;14102
1263;corral;terminó estudiar;mapuche;mujer;27;2013;14102
1264;coyhaique;otra razón. especifique;mapuche;hombre;100;2013;11101
1265;coyhaique;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;116;2013;11101
1266;coyhaique;problemas de rendimiento;mapuche;hombre;8;2013;11101
1267;coyhaique;a su edad no le sirve estudiar o no conoce la manera para completar sus estudios;no pertenece a ningún pueblo indígena;hombre;10;2013;11101
1268;coyhaique;otra razón. especifique;ns/nr;mujer;18;2013;11101
1269;coyhaique;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;33;2013;11101
1270;coyhaique;ayuda en la casa o quehaceres del hogar;mapuche;mujer;18;2013;11101
1271;coyhaique;embarazo, maternidad o paternidad;mapuche;mujer;282;2013;11101
1272;coyhaique;enfermedad que lo inhabilita;mapuche;mujer;27;2013;11101
1273;coyhaique;trabaja o busca trabajo;mapuche;hombre;507;2013;11101
1274;coyhaique;no le interesa;no pertenece a ningún pueblo indígena;hombre;97;2013;11101
1275;coyhaique;otra razón. especifique;quechua;hombre;26;2013;11101
1276;coyhaique;otra razón. especifique;quechua;mujer;26;2013;11101
1277;coyhaique;problemas familiares;no pertenece a ningún pueblo indígena;mujer;61;2013;11101
1278;coyhaique;trabaja o busca trabajo;mapuche;mujer;234;2013;11101
1279;coyhaique;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;814;2013;11101
1280;coyhaique;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;1040;2013;11101
1281;coyhaique;no le interesa;mapuche;mujer;31;2013;11101
1282;coyhaique;no le interesa;no pertenece a ningún pueblo indígena;mujer;56;2013;11101
1283;coyhaique;ns/nr;no pertenece a ningún pueblo indígena;hombre;179;2013;11101
1284;coyhaique;enfermedad que lo inhabilita;mapuche;hombre;6;2013;11101
1285;coyhaique;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;955;2013;11101
1286;coyhaique;no le interesa;mapuche;hombre;37;2013;11101
1287;coyhaique;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;8;2013;11101
1288;coyhaique;dificultad económica;no pertenece a ningún pueblo indígena;hombre;96;2013;11101
1289;coyhaique;tiene una discapacidad o  requiere establecimiento de educación especial;mapuche;hombre;16;2013;11101
1290;coyhaique;terminó estudiar;mapuche;hombre;282;2013;11101
1291;coyhaique;dificultad económica;mapuche;hombre;62;2013;11101
1292;coyhaique;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;24;2013;11101
1293;coyhaique;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;186;2013;11101
1294;coyhaique;embarazo, maternidad o paternidad;mapuche;hombre;14;2013;11101
1295;coyhaique;dificultad económica;mapuche;mujer;93;2013;11101
1296;coyhaique;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;115;2013;11101
1297;coyhaique;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;412;2013;11101
1298;coyhaique;ns/nr;no pertenece a ningún pueblo indígena;mujer;145;2013;11101
1299;coyhaique;ns/nr;mapuche;hombre;81;2013;11101
1300;coyhaique;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1021;2013;11101
1301;coyhaique;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;41;2013;11101
1302;coyhaique;ns/nr;mapuche;mujer;110;2013;11101
1303;coyhaique;dificultad económica;no pertenece a ningún pueblo indígena;mujer;142;2013;11101
1304;coyhaique;terminó estudiar;mapuche;mujer;450;2013;11101
1305;coyhaique;problemas familiares;no pertenece a ningún pueblo indígena;hombre;25;2013;11101
1306;cunco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;91;2013;9103
1307;cunco;ns/nr;no pertenece a ningún pueblo indígena;hombre;62;2013;9103
1308;cunco;ns/nr;mapuche;mujer;62;2013;9103
1309;cunco;embarazo, maternidad o paternidad;mapuche;hombre;3;2013;9103
1310;cunco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;244;2013;9103
1311;cunco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;158;2013;9103
1312;cunco;trabaja o busca trabajo;mapuche;hombre;7;2013;9103
1313;cunco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;522;2013;9103
1314;cunco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;62;2013;9103
1315;cunco;terminó estudiar;mapuche;mujer;60;2013;9103
1316;cunco;terminó estudiar;mapuche;hombre;3;2013;9103
1317;cunco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;246;2013;9103
1318;cunco;trabaja o busca trabajo;mapuche;mujer;96;2013;9103
1319;curacautín;ns/nr;no pertenece a ningún pueblo indígena;mujer;167;2013;9203
1320;curacautín;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;292;2013;9203
1321;curacautín;terminó estudiar;mapuche;mujer;80;2013;9203
1322;curacautín;trabaja o busca trabajo;mapuche;mujer;123;2013;9203
1323;curacautín;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;244;2013;9203
1324;curacautín;terminó estudiar;mapuche;hombre;43;2013;9203
1325;curacautín;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;368;2013;9203
1326;curacautín;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;40;2013;9203
1327;curacautín;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;60;2013;9203
1328;curacautín;dificultad económica;no pertenece a ningún pueblo indígena;mujer;40;2013;9203
1329;curacautín;trabaja o busca trabajo;mapuche;hombre;100;2013;9203
1330;curacautín;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;204;2013;9203
1331;curacautín;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;97;2013;9203
1332;curacaví;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;137;2013;13503
1333;curacaví;ayuda en la casa o quehaceres del hogar;mapuche;mujer;88;2013;13503
1334;curacaví;ns/nr;no pertenece a ningún pueblo indígena;mujer;799;2013;13503
1335;curacaví;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;114;2013;13503
1336;curacaví;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;985;2013;13503
1337;curacaví;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1137;2013;13503
1338;curacaví;dificultad económica;no pertenece a ningún pueblo indígena;mujer;88;2013;13503
1339;curacaví;ns/nr;no pertenece a ningún pueblo indígena;hombre;137;2013;13503
1340;curacaví;dificultad económica;no pertenece a ningún pueblo indígena;hombre;334;2013;13503
1341;curacaví;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;812;2013;13503
1342;curacaví;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;331;2013;13503
1343;curacaví;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1299;2013;13503
1344;curaco de vélez;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;33;2013;10204
1345;curaco de vélez;no le interesa;mapuche;mujer;51;2013;10204
1346;curaco de vélez;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;102;2013;10204
1347;curaco de vélez;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;51;2013;10204
1348;curaco de vélez;terminó estudiar;mapuche;mujer;33;2013;10204
1349;curaco de vélez;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;186;2013;10204
1350;curaco de vélez;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;168;2013;10204
1351;curaco de vélez;trabaja o busca trabajo;mapuche;mujer;33;2013;10204
1352;curanilahue;no le interesa;no pertenece a ningún pueblo indígena;mujer;49;2013;8205
1353;curanilahue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;538;2013;8205
1354;curanilahue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;170;2013;8205
1355;curanilahue;expulsión o cancelación de matrícula;mapuche;hombre;159;2013;8205
1356;curanilahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;728;2013;8205
1357;curanilahue;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;73;2013;8205
1358;curanilahue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;188;2013;8205
1359;curanilahue;ns/nr;no pertenece a ningún pueblo indígena;mujer;37;2013;8205
1360;curanilahue;ns/nr;no pertenece a ningún pueblo indígena;hombre;74;2013;8205
1361;curanilahue;terminó estudiar;mapuche;hombre;92;2013;8205
1362;curanilahue;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;35;2013;8205
1363;curanilahue;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;72;2013;8205
1364;curanilahue;dificultad económica;mapuche;hombre;31;2013;8205
1365;curanilahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;882;2013;8205
1366;curanilahue;terminó estudiar;mapuche;mujer;125;2013;8205
1367;curanilahue;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;29;2013;8205
1368;curanilahue;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;340;2013;8205
1369;curanilahue;dificultad económica;no pertenece a ningún pueblo indígena;hombre;10;2013;8205
1370;curanilahue;no le interesa;no pertenece a ningún pueblo indígena;hombre;240;2013;8205
1371;curarrehue;terminó estudiar;quechua;mujer;35;2013;9104
1372;curarrehue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;72;2013;9104
1373;curarrehue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;17;2013;9104
1374;curarrehue;ns/nr;no pertenece a ningún pueblo indígena;hombre;11;2013;9104
1375;curarrehue;problemas familiares;mapuche;mujer;35;2013;9104
1376;curarrehue;trabaja o busca trabajo;mapuche;hombre;263;2013;9104
1377;curarrehue;ayuda en la casa o quehaceres del hogar;mapuche;mujer;113;2013;9104
1378;curarrehue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;62;2013;9104
1379;curarrehue;embarazo, maternidad o paternidad;mapuche;mujer;165;2013;9104
1380;curarrehue;trabaja o busca trabajo;mapuche;mujer;216;2013;9104
1381;curarrehue;enfermedad que lo inhabilita;mapuche;hombre;39;2013;9104
1382;curarrehue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;17;2013;9104
1383;curarrehue;no le interesa;mapuche;hombre;39;2013;9104
1384;curarrehue;ns/nr;mapuche;mujer;39;2013;9104
1385;curarrehue;enfermedad que lo inhabilita;mapuche;mujer;39;2013;9104
1386;curarrehue;ayuda en la casa o quehaceres del hogar;mapuche;hombre;74;2013;9104
1387;curepto;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;16;2013;7103
1388;curepto;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;148;2013;7103
1389;curepto;ns/nr;no pertenece a ningún pueblo indígena;mujer;52;2013;7103
1390;curepto;ns/nr;no pertenece a ningún pueblo indígena;hombre;16;2013;7103
1391;curepto;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;188;2013;7103
1392;curepto;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;18;2013;7103
1393;curepto;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;270;2013;7103
1394;curepto;no le interesa;no pertenece a ningún pueblo indígena;mujer;18;2013;7103
1395;curepto;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;mujer;52;2013;7103
1396;curicó;dificultad económica;no pertenece a ningún pueblo indígena;mujer;656;2013;7301
1397;curicó;ns/nr;no pertenece a ningún pueblo indígena;hombre;1422;2013;7301
1398;curicó;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;21;2013;7301
1399;curicó;trabaja o busca trabajo;mapuche;hombre;272;2013;7301
1400;curicó;terminó estudiar;mapuche;mujer;100;2013;7301
1401;curicó;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;308;2013;7301
1402;curicó;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;57;2013;7301
1403;curicó;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;3035;2013;7301
1404;curicó;dificultad económica;no pertenece a ningún pueblo indígena;hombre;373;2013;7301
1405;curicó;no le interesa;no pertenece a ningún pueblo indígena;hombre;585;2013;7301
1406;curicó;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;60;2013;7301
1407;curicó;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;3928;2013;7301
1408;curicó;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;3174;2013;7301
1409;curicó;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;873;2013;7301
1410;curicó;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;648;2013;7301
1411;curicó;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;56;2013;7301
1412;curicó;ns/nr;mapuche;mujer;16;2013;7301
1413;curicó;terminó estudiar;mapuche;hombre;45;2013;7301
1414;curicó;expulsión o cancelación de matrícula;mapuche;hombre;25;2013;7301
1415;curicó;problemas familiares;mapuche;mujer;27;2013;7301
1416;curicó;trabaja o busca trabajo;mapuche;mujer;72;2013;7301
1417;curicó;no le interesa;no pertenece a ningún pueblo indígena;mujer;399;2013;7301
1418;curicó;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;62;2013;7301
1419;curicó;ns/nr;no pertenece a ningún pueblo indígena;mujer;1367;2013;7301
1420;curicó;no le interesa;mapuche;mujer;24;2013;7301
1421;curicó;problemas familiares;no pertenece a ningún pueblo indígena;mujer;105;2013;7301
1422;curicó;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;52;2013;7301
1423;curicó;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;365;2013;7301
1424;curicó;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;195;2013;7301
1425;curicó;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;2394;2013;7301
1426;dalcahue;dificultad económica;no pertenece a ningún pueblo indígena;hombre;78;2013;10205
1427;dalcahue;trabaja o busca trabajo;mapuche;hombre;40;2013;10205
1428;dalcahue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;241;2013;10205
1429;dalcahue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;40;2013;10205
1430;dalcahue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;195;2013;10205
1431;dalcahue;trabaja o busca trabajo;mapuche;mujer;145;2013;10205
1432;dalcahue;no le interesa;no pertenece a ningún pueblo indígena;hombre;73;2013;10205
1433;dalcahue;ayuda en la casa o quehaceres del hogar;mapuche;mujer;32;2013;10205
1434;dalcahue;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;229;2013;10205
1435;dalcahue;dificultad económica;no pertenece a ningún pueblo indígena;mujer;40;2013;10205
1436;dalcahue;embarazo, maternidad o paternidad;mapuche;mujer;82;2013;10205
1437;dalcahue;terminó estudiar;mapuche;mujer;41;2013;10205
1438;dalcahue;terminó estudiar;mapuche;hombre;32;2013;10205
1439;dalcahue;ns/nr;no pertenece a ningún pueblo indígena;mujer;129;2013;10205
1440;dalcahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;178;2013;10205
1441;dalcahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;290;2013;10205
1442;diego de almagro;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;41;2013;3202
1443;diego de almagro;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;45;2013;3202
1444;diego de almagro;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;256;2013;3202
1445;diego de almagro;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;12;2013;3202
1446;diego de almagro;ayuda en la casa o quehaceres del hogar;diaguita;mujer;12;2013;3202
1447;diego de almagro;terminó estudiar;mapuche;mujer;20;2013;3202
1448;diego de almagro;ns/nr;no pertenece a ningún pueblo indígena;mujer;35;2013;3202
1449;diego de almagro;terminó estudiar;diaguita;hombre;15;2013;3202
1450;diego de almagro;embarazo, maternidad o paternidad;coya;mujer;12;2013;3202
1451;diego de almagro;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;5;2013;3202
1452;diego de almagro;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;267;2013;3202
1453;diego de almagro;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;11;2013;3202
1454;diego de almagro;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;297;2013;3202
1455;diego de almagro;no le interesa;no pertenece a ningún pueblo indígena;mujer;14;2013;3202
1456;diego de almagro;no le interesa;no pertenece a ningún pueblo indígena;hombre;18;2013;3202
1457;diego de almagro;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;148;2013;3202
1458;diego de almagro;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;20;2013;3202
1459;doñihue;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;90;2013;6105
1460;doñihue;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;35;2013;6105
1461;doñihue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;235;2013;6105
1462;doñihue;dificultad económica;no pertenece a ningún pueblo indígena;hombre;374;2013;6105
1463;doñihue;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;186;2013;6105
1464;doñihue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;113;2013;6105
1465;doñihue;no le interesa;no pertenece a ningún pueblo indígena;hombre;20;2013;6105
1466;doñihue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;259;2013;6105
1467;doñihue;dificultad económica;no pertenece a ningún pueblo indígena;mujer;380;2013;6105
1468;doñihue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;60;2013;6105
1469;doñihue;ns/nr;no pertenece a ningún pueblo indígena;mujer;60;2013;6105
1470;doñihue;dificultad económica;mapuche;mujer;45;2013;6105
1471;doñihue;trabaja o busca trabajo;mapuche;mujer;60;2013;6105
1472;doñihue;ns/nr;no pertenece a ningún pueblo indígena;hombre;20;2013;6105
1473;doñihue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1046;2013;6105
1474;el bosque;trabaja o busca trabajo;aymara;mujer;250;2013;13105
1475;el bosque;embarazo, maternidad o paternidad;mapuche;mujer;515;2013;13105
1476;el bosque;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;1343;2013;13105
1477;el bosque;no le interesa;no pertenece a ningún pueblo indígena;hombre;261;2013;13105
1478;el bosque;trabaja o busca trabajo;mapuche;hombre;729;2013;13105
1479;el bosque;dificultad económica;no pertenece a ningún pueblo indígena;mujer;718;2013;13105
1480;el bosque;ns/nr;no pertenece a ningún pueblo indígena;mujer;674;2013;13105
1481;el bosque;trabaja o busca trabajo;mapuche;mujer;823;2013;13105
1482;el bosque;no le interesa;no pertenece a ningún pueblo indígena;mujer;459;2013;13105
1483;el bosque;terminó estudiar;quechua;mujer;178;2013;13105
1484;el bosque;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;125;2013;13105
1485;el bosque;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;76;2013;13105
1486;el bosque;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;110;2013;13105
1487;el bosque;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1645;2013;13105
1488;el bosque;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;370;2013;13105
1489;el bosque;ns/nr;no pertenece a ningún pueblo indígena;hombre;860;2013;13105
1490;el bosque;ns/nr;mapuche;mujer;201;2013;13105
1491;el bosque;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;76;2013;13105
1492;el bosque;terminó estudiar;mapuche;mujer;384;2013;13105
1493;el bosque;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;mujer;110;2013;13105
1494;el bosque;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;4804;2013;13105
1495;el bosque;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;2995;2013;13105
1496;el bosque;dificultad económica;no pertenece a ningún pueblo indígena;hombre;89;2013;13105
1497;el bosque;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;7023;2013;13105
1498;el bosque;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;807;2013;13105
1499;el bosque;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1753;2013;13105
1500;el bosque;problemas familiares;mapuche;mujer;110;2013;13105
1501;el carmen;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;117;2013;16104
1502;el carmen;dificultad económica;no pertenece a ningún pueblo indígena;hombre;224;2013;16104
1503;el carmen;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;186;2013;16104
1504;el carmen;terminó estudiar;mapuche;mujer;48;2013;16104
1505;el carmen;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;210;2013;16104
