",""a"",""unlist.b."",""unlist.c."",""unlist.d."",""Freq"",""anio"",""codigo"""
"376,""Combarbalá"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",37,""2017"",4302"
"377,""Combarbalá"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",31,""2017"",4302"
"378,""Combarbalá"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",144,""2017"",4302"
"379,""Combarbalá"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",24,""2017"",4302"
"380,""Combarbalá"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",30,""2017"",4302"
"381,""Combarbalá"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",180,""2017"",4302"
"382,""Concepción"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",433,""2017"",8101"
"383,""Concepción"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",210,""2017"",8101"
"384,""Concepción"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",243,""2017"",8101"
"385,""Concepción"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",63,""2017"",8101"
"386,""Concepción"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",225,""2017"",8101"
"387,""Concepción"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",207,""2017"",8101"
"388,""Concepción"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",84,""2017"",8101"
"389,""Concepción"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",181,""2017"",8101"
"390,""Concepción"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Mujer"",95,""2017"",8101"
"391,""Concepción"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",154,""2017"",8101"
"392,""Concepción"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",8101"
"393,""Concepción"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Hombre"",66,""2017"",8101"
"394,""Concepción"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",152,""2017"",8101"
"395,""Concepción"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",2039,""2017"",8101"
"396,""Concepción"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",1331,""2017"",8101"
"397,""Concepción"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",265,""2017"",8101"
"398,""Concepción"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",144,""2017"",8101"
"399,""Concepción"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",233,""2017"",8101"
"400,""Conchalí"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",107,""2017"",13104"
"401,""Conchalí"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",416,""2017"",13104"
"402,""Conchalí"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",97,""2017"",13104"
"403,""Conchalí"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",303,""2017"",13104"
"404,""Conchalí"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",174,""2017"",13104"
"405,""Conchalí"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",332,""2017"",13104"
"406,""Conchalí"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",368,""2017"",13104"
"407,""Conchalí"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",171,""2017"",13104"
"408,""Concón"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",310,""2017"",5103"
"409,""Concón"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",1043,""2017"",5103"
"410,""Concón"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",55,""2017"",5103"
"411,""Concón"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",226,""2017"",5103"
"412,""Concón"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",94,""2017"",5103"
"413,""Concón"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",94,""2017"",5103"
"414,""Constitución"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",151,""2017"",7102"
"415,""Constitución"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",89,""2017"",7102"
"416,""Constitución"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",141,""2017"",7102"
"417,""Constitución"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",284,""2017"",7102"
"418,""Constitución"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",506,""2017"",7102"
"419,""Constitución"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Mujer"",87,""2017"",7102"
"420,""Constitución"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",358,""2017"",7102"
"421,""Constitución"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",1252,""2017"",7102"
"422,""Constitución"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",107,""2017"",7102"
"423,""Contulmo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",26,""2017"",8204"
"424,""Contulmo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",13,""2017"",8204"
"425,""Contulmo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",11,""2017"",8204"
"426,""Contulmo"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Hombre"",16,""2017"",8204"
"427,""Contulmo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",64,""2017"",8204"
"428,""Contulmo"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",16,""2017"",8204"
"429,""Contulmo"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",37,""2017"",8204"
"430,""Contulmo"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",24,""2017"",8204"
"431,""Copiapó"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",151,""2017"",3101"
"432,""Copiapó"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",675,""2017"",3101"
"433,""Copiapó"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",48,""2017"",3101"
"434,""Copiapó"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Diaguita"",""Mujer"",101,""2017"",3101"
"435,""Copiapó"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",55,""2017"",3101"
"436,""Copiapó"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",473,""2017"",3101"
"437,""Copiapó"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",28,""2017"",3101"
"438,""Copiapó"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",884,""2017"",3101"
"439,""Copiapó"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",236,""2017"",3101"
"440,""Copiapó"",""Otra razón"",""Mapuche"",""Mujer"",42,""2017"",3101"
"441,""Copiapó"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""Diaguita"",""Mujer"",29,""2017"",3101"
"442,""Copiapó"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Hombre"",63,""2017"",3101"
"443,""Copiapó"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Hombre"",37,""2017"",3101"
"444,""Copiapó"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",68,""2017"",3101"
"445,""Copiapó"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",213,""2017"",3101"
"446,""Copiapó"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",155,""2017"",3101"
"447,""Copiapó"",""Quehaceres del hogar"",""Atacameño (Likan-Antai)"",""Mujer"",53,""2017"",3101"
"448,""Copiapó"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",61,""2017"",3101"
"449,""Copiapó"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Hombre"",42,""2017"",3101"
"450,""Copiapó"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",105,""2017"",3101"
"451,""Copiapó"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",104,""2017"",3101"
"452,""Copiapó"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",31,""2017"",3101"
"453,""Copiapó"",""Quehaceres del hogar"",""No sabe/no responde"",""Mujer"",44,""2017"",3101"
"454,""Copiapó"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",73,""2017"",3101"
"455,""Copiapó"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Collas"",""Hombre"",101,""2017"",3101"
"456,""Copiapó"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",192,""2017"",3101"
"457,""Coquimbo"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",132,""2017"",4102"
"458,""Coquimbo"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",72,""2017"",4102"
"459,""Coquimbo"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",136,""2017"",4102"
"460,""Coquimbo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",2370,""2017"",4102"
"461,""Coquimbo"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",131,""2017"",4102"
"462,""Coquimbo"",""Quehaceres del hogar"",""Diaguita"",""Mujer"",136,""2017"",4102"
"463,""Coquimbo"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",131,""2017"",4102"
"464,""Coquimbo"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",378,""2017"",4102"
"465,""Coquimbo"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",247,""2017"",4102"
"466,""Coquimbo"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",431,""2017"",4102"
"467,""Coquimbo"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Hombre"",117,""2017"",4102"
"468,""Coquimbo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",459,""2017"",4102"
"469,""Coquimbo"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",1245,""2017"",4102"
"470,""Coquimbo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",1013,""2017"",4102"
"471,""Coquimbo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",104,""2017"",4102"
"472,""Coquimbo"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",230,""2017"",4102"
"473,""Coquimbo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",117,""2017"",4102"
"474,""Coronel"",""No tiene interés en trabajar"",""Mapuche"",""Mujer"",82,""2017"",8102"
"475,""Coronel"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",200,""2017"",8102"
"476,""Coronel"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",192,""2017"",8102"
"477,""Coronel"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",110,""2017"",8102"
"478,""Coronel"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",81,""2017"",8102"
"479,""Coronel"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",183,""2017"",8102"
"480,""Coronel"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",252,""2017"",8102"
"481,""Coronel"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",262,""2017"",8102"
"482,""Coronel"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",2100,""2017"",8102"
"483,""Coronel"",""No tiene con quien dejar a adultos mayores"",""Mapuche"",""Mujer"",83,""2017"",8102"
"484,""Coronel"",""Está esperando resultado de gestiones ya emprendidas"",""No pertenece a ningún pueblo indígena"",""Mujer"",94,""2017"",8102"
"485,""Coronel"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",970,""2017"",8102"
"486,""Coronel"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",373,""2017"",8102"
"487,""Coronel"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Hombre"",37,""2017"",8102"
"488,""Coronel"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Hombre"",56,""2017"",8102"
"489,""Coronel"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",224,""2017"",8102"
"490,""Coronel"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",384,""2017"",8102"
"491,""Coronel"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",15,""2017"",8102"
"492,""Coronel"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",555,""2017"",8102"
"493,""Coronel"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",31,""2017"",8102"
"494,""Corral"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",12,""2017"",14102"
"495,""Corral"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",25,""2017"",14102"
"496,""Corral"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",12,""2017"",14102"
"497,""Corral"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",12,""2017"",14102"
"498,""Corral"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",25,""2017"",14102"
"499,""Coyhaique"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",130,""2017"",11101"
"500,""Coyhaique"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",19,""2017"",11101"
"501,""Coyhaique"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",178,""2017"",11101"
"502,""Coyhaique"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",11,""2017"",11101"
"503,""Coyhaique"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",40,""2017"",11101"
"504,""Coyhaique"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""Mapuche"",""Hombre"",21,""2017"",11101"
"505,""Coyhaique"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",27,""2017"",11101"
"506,""Coyhaique"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",16,""2017"",11101"
"507,""Coyhaique"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",246,""2017"",11101"
"508,""Coyhaique"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",134,""2017"",11101"
"509,""Coyhaique"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",30,""2017"",11101"
"510,""Coyhaique"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Hombre"",68,""2017"",11101"
"511,""Coyhaique"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",35,""2017"",11101"
"512,""Coyhaique"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",56,""2017"",11101"
"513,""Coyhaique"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",11101"
"514,""Coyhaique"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",92,""2017"",11101"
"515,""Cunco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",78,""2017"",9103"
"516,""Cunco"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",36,""2017"",9103"
"517,""Cunco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",192,""2017"",9103"
"518,""Cunco"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",78,""2017"",9103"
"519,""Cunco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",128,""2017"",9103"
"520,""Cunco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Hombre"",78,""2017"",9103"
"521,""Cunco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",164,""2017"",9103"
"522,""Cunco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",158,""2017"",9103"
"523,""Curacautín"",""Las reglas, horarios y distancias de los trabajos no le acom"",""Mapuche"",""Mujer"",50,""2017"",9203"
"524,""Curacautín"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",9203"
"525,""Curacautín"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",46,""2017"",9203"
"526,""Curacautín"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",58,""2017"",9203"
"527,""Curaco de Vélez"",""Estudiante"",""Mapuche"",""Mujer"",45,""2017"",10204"
"528,""Curanilahue"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",8205"
"529,""Curanilahue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",42,""2017"",8205"
"530,""Curanilahue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",36,""2017"",8205"
"531,""Curanilahue"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",42,""2017"",8205"
"532,""Curanilahue"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",36,""2017"",8205"
"533,""Curanilahue"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",48,""2017"",8205"
"534,""Curarrehue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",65,""2017"",9104"
"535,""Curarrehue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",54,""2017"",9104"
"536,""Curarrehue"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",56,""2017"",9104"
"537,""Curarrehue"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",54,""2017"",9104"
"538,""Curarrehue"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",54,""2017"",9104"
"539,""Curarrehue"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",56,""2017"",9104"
"540,""Curepto"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",39,""2017"",7103"
"541,""Curepto"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",143,""2017"",7103"
"542,""Curepto"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",156,""2017"",7103"
"543,""Curepto"",""Otra razón"",""Mapuche"",""Hombre"",15,""2017"",7103"
"544,""Curepto"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Hombre"",52,""2017"",7103"
"545,""Curepto"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",52,""2017"",7103"
"546,""Curepto"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",120,""2017"",7103"
"547,""Curepto"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",7103"
"548,""Curepto"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",123,""2017"",7103"
"549,""Curicó"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",7301"
"550,""Curicó"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",529,""2017"",7301"
"551,""Curicó"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Hombre"",43,""2017"",7301"
"552,""Curicó"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",730,""2017"",7301"
"553,""Curicó"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",75,""2017"",7301"
"554,""Curicó"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",33,""2017"",7301"
"555,""Curicó"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",49,""2017"",7301"
"556,""Curicó"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Hombre"",103,""2017"",7301"
"557,""Curicó"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",104,""2017"",7301"
"558,""Curicó"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",854,""2017"",7301"
"559,""Curicó"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Hombre"",22,""2017"",7301"
"560,""Curicó"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",118,""2017"",7301"
"561,""Curicó"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",58,""2017"",7301"
"562,""Curicó"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",44,""2017"",7301"
"563,""Curicó"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Hombre"",31,""2017"",7301"
"564,""Curicó"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",687,""2017"",7301"
"565,""Curicó"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",54,""2017"",7301"
"566,""Curicó"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",350,""2017"",7301"
"567,""Curicó"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",207,""2017"",7301"
"568,""Dalcahue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",84,""2017"",10205"
"569,""Diego de Almagro"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",18,""2017"",3202"
"570,""Diego de Almagro"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Hombre"",3,""2017"",3202"
"571,""Doñihue"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",16,""2017"",6105"
"572,""Doñihue"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",226,""2017"",6105"
"573,""Doñihue"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",16,""2017"",6105"
"574,""El Bosque"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",1738,""2017"",13105"
"575,""El Bosque"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",159,""2017"",13105"
"576,""El Bosque"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",142,""2017"",13105"
"577,""El Bosque"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",170,""2017"",13105"
"578,""El Bosque"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",639,""2017"",13105"
"579,""El Bosque"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",335,""2017"",13105"
"580,""El Bosque"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",218,""2017"",13105"
"581,""El Bosque"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",234,""2017"",13105"
"582,""El Bosque"",""No tiene con quien dejar a otro familiar"",""Mapuche"",""Mujer"",159,""2017"",13105"
"583,""El Bosque"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",427,""2017"",13105"
"584,""El Bosque"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",251,""2017"",13105"
"585,""El Carmen"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",122,""2017"",16104"
"586,""El Carmen"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",38,""2017"",16104"
"587,""El Carmen"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",122,""2017"",16104"
"588,""El Carmen"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",521,""2017"",16104"
"589,""El Monte"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",359,""2017"",13602"
