0,Comuna,Trabajo,Etnia,Sexo,Freq,anio,codigo
775,curepto,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,103,2009,7103
776,curepto,no,no pertenece a ningún pueblo indígena,hombre,1649,2009,7103
777,curepto,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,160,2009,7103
778,curepto,no,no pertenece a ningún pueblo indígena,mujer,2679,2009,7103
779,curicó,sí ahora mismo,mapuche,mujer,160,2009,7301
780,curicó,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,986,2009,7301
781,curicó,no,aymara,mujer,460,2009,7301
782,curicó,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1532,2009,7301
783,curicó,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1502,2009,7301
784,curicó,no,aymara,hombre,460,2009,7301
785,curicó,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,4372,2009,7301
786,curicó,no,mapuche,mujer,53,2009,7301
787,curicó,sí en otra época del año,yagán,hombre,99,2009,7301
788,curicó,no,no pertenece a ningún pueblo indígena,hombre,12694,2009,7301
789,curicó,no,no pertenece a ningún pueblo indígena,mujer,30490,2009,7301
790,dalcahue,sí en otra época del año,mapuche,hombre,21,2009,10205
791,dalcahue,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,514,2009,10205
792,dalcahue,no,no pertenece a ningún pueblo indígena,mujer,2502,2009,10205
793,dalcahue,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,583,2009,10205
794,dalcahue,sí ahora mismo,mapuche,mujer,68,2009,10205
795,dalcahue,sí en otra época del año,mapuche,mujer,35,2009,10205
796,dalcahue,no,no pertenece a ningún pueblo indígena,hombre,1665,2009,10205
797,dalcahue,no,mapuche,hombre,306,2009,10205
798,dalcahue,sí ahora mismo,mapuche,hombre,59,2009,10205
799,dalcahue,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,421,2009,10205
800,dalcahue,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,349,2009,10205
801,dalcahue,no,mapuche,mujer,424,2009,10205
802,diego de almagro,no,coya,mujer,18,2009,3202
803,diego de almagro,sí ahora mismo,coya,mujer,15,2009,3202
804,diego de almagro,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,148,2009,3202
805,diego de almagro,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,55,2009,3202
806,diego de almagro,no,no pertenece a ningún pueblo indígena,mujer,2609,2009,3202
807,diego de almagro,no,diaguita,mujer,4,2009,3202
808,diego de almagro,sí ahora mismo,mapuche,hombre,15,2009,3202
809,diego de almagro,no,mapuche,mujer,28,2009,3202
810,diego de almagro,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,35,2009,3202
811,diego de almagro,no,diaguita,hombre,4,2009,3202
812,diego de almagro,no,coya,hombre,6,2009,3202
813,diego de almagro,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,143,2009,3202
814,diego de almagro,no,no pertenece a ningún pueblo indígena,hombre,1013,2009,3202
815,doñihue,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,313,2009,6105
816,doñihue,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,105,2009,6105
817,doñihue,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,336,2009,6105
818,doñihue,no,mapuche,hombre,89,2009,6105
819,doñihue,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,299,2009,6105
820,doñihue,no,mapuche,mujer,27,2009,6105
821,doñihue,no,no pertenece a ningún pueblo indígena,mujer,4988,2009,6105
822,doñihue,no,no pertenece a ningún pueblo indígena,hombre,1884,2009,6105
823,el bosque,no,no pertenece a ningún pueblo indígena,mujer,31537,2009,13105
824,el bosque,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2947,2009,13105
825,el bosque,sí en otra época del año,mapuche,mujer,200,2009,13105
826,el bosque,no,no pertenece a ningún pueblo indígena,hombre,18076,2009,13105
827,el bosque,no,mapuche,mujer,1039,2009,13105
828,el bosque,no,mapuche,hombre,547,2009,13105
829,el bosque,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,2327,2009,13105
830,el bosque,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,860,2009,13105
831,el bosque,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1386,2009,13105
832,el carmen,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,186,2009,16104
833,el carmen,no,no pertenece a ningún pueblo indígena,hombre,1413,2009,16104
834,el carmen,sí en otra época del año,mapuche,mujer,16,2009,16104
835,el carmen,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,86,2009,16104
836,el carmen,sí en otra época del año,diaguita,mujer,19,2009,16104
837,el carmen,no,no pertenece a ningún pueblo indígena,mujer,3121,2009,16104
838,el carmen,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,538,2009,16104
839,el carmen,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,129,2009,16104
840,el carmen,no,mapuche,mujer,20,2009,16104
841,el monte,no,quechua,mujer,40,2009,13602
842,el monte,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,778,2009,13602
843,el monte,no,no pertenece a ningún pueblo indígena,mujer,6380,2009,13602
844,el monte,no,no pertenece a ningún pueblo indígena,hombre,2685,2009,13602
845,el monte,no,mapuche,hombre,75,2009,13602
846,el monte,no,mapuche,mujer,365,2009,13602
847,el monte,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,68,2009,13602
848,el monte,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,321,2009,13602
849,el monte,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,317,2009,13602
850,el quisco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,214,2009,5604
851,el quisco,no,no pertenece a ningún pueblo indígena,hombre,2050,2009,5604
852,el quisco,no,no pertenece a ningún pueblo indígena,mujer,3156,2009,5604
853,el quisco,no,mapuche,mujer,77,2009,5604
854,el quisco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,130,2009,5604
855,el quisco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,109,2009,5604
856,el quisco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,234,2009,5604
857,el quisco,no,mapuche,hombre,61,2009,5604
858,el tabo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,37,2009,5605
859,el tabo,no,no pertenece a ningún pueblo indígena,hombre,2062,2009,5605
860,el tabo,no,mapuche,mujer,11,2009,5605
861,el tabo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,84,2009,5605
862,el tabo,no,no pertenece a ningún pueblo indígena,mujer,2849,2009,5605
863,el tabo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,92,2009,5605
864,empedrado,no,no pertenece a ningún pueblo indígena,hombre,452,2009,7104
865,empedrado,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,43,2009,7104
866,empedrado,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,68,2009,7104
867,empedrado,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,141,2009,7104
868,empedrado,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,289,2009,7104
869,empedrado,no,no pertenece a ningún pueblo indígena,mujer,814,2009,7104
870,ercilla,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,291,2009,9204
871,ercilla,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,138,2009,9204
872,ercilla,no,no pertenece a ningún pueblo indígena,hombre,532,2009,9204
873,ercilla,no,mapuche,hombre,560,2009,9204
874,ercilla,sí en otra época del año,mapuche,mujer,127,2009,9204
875,ercilla,no,no pertenece a ningún pueblo indígena,mujer,1052,2009,9204
876,ercilla,sí en otra época del año,mapuche,hombre,51,2009,9204
877,ercilla,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,54,2009,9204
878,ercilla,sí ahora mismo,mapuche,hombre,52,2009,9204
879,ercilla,no,mapuche,mujer,1271,2009,9204
880,ercilla,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,112,2009,9204
881,ercilla,sí en otra época del año,atacameño,mujer,14,2009,9204
882,ercilla,sí ahora mismo,mapuche,mujer,35,2009,9204
883,estación central,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1249,2009,13106
884,estación central,no,no pertenece a ningún pueblo indígena,mujer,26430,2009,13106
885,estación central,no,mapuche,hombre,584,2009,13106
886,estación central,no,mapuche,mujer,466,2009,13106
887,estación central,no,no pertenece a ningún pueblo indígena,hombre,12351,2009,13106
888,estación central,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1003,2009,13106
889,estación central,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1144,2009,13106
890,estación central,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,690,2009,13106
891,florida,no,mapuche,mujer,31,2009,8104
892,florida,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,272,2009,8104
893,florida,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,56,2009,8104
894,florida,sí ahora mismo,mapuche,mujer,19,2009,8104
895,florida,no,no pertenece a ningún pueblo indígena,hombre,1444,2009,8104
896,florida,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,91,2009,8104
897,florida,no,no pertenece a ningún pueblo indígena,mujer,2451,2009,8104
898,florida,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,183,2009,8104
899,freire,no,mapuche,hombre,1866,2009,9105
900,freire,no,no pertenece a ningún pueblo indígena,mujer,3645,2009,9105
901,freire,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,484,2009,9105
902,freire,sí en otra época del año,mapuche,mujer,553,2009,9105
903,freire,sí en otra época del año,mapuche,hombre,261,2009,9105
904,freire,no,no pertenece a ningún pueblo indígena,hombre,1803,2009,9105
905,freire,sí ahora mismo,mapuche,mujer,143,2009,9105
906,freire,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,108,2009,9105
907,freire,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,355,2009,9105
908,freire,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,337,2009,9105
909,freire,no,mapuche,mujer,3998,2009,9105
910,freire,sí ahora mismo,mapuche,hombre,297,2009,9105
911,freirina,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,131,2009,3303
912,freirina,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,143,2009,3303
913,freirina,no,no pertenece a ningún pueblo indígena,mujer,1314,2009,3303
914,freirina,sí ahora mismo,mapuche,mujer,10,2009,3303
915,freirina,no,mapuche,hombre,5,2009,3303
916,freirina,no,no pertenece a ningún pueblo indígena,hombre,448,2009,3303
917,freirina,sí en otra época del año,diaguita,mujer,16,2009,3303
918,freirina,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,138,2009,3303
919,freirina,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,288,2009,3303
920,fresia,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,20,2009,10104
921,fresia,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,156,2009,10104
922,fresia,no,no pertenece a ningún pueblo indígena,mujer,2816,2009,10104
923,fresia,sí en otra época del año,mapuche,mujer,26,2009,10104
924,fresia,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,116,2009,10104
925,fresia,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,621,2009,10104
926,fresia,no,mapuche,hombre,143,2009,10104
927,fresia,no,no pertenece a ningún pueblo indígena,hombre,994,2009,10104
928,fresia,no,mapuche,mujer,302,2009,10104
929,fresia,sí ahora mismo,mapuche,mujer,41,2009,10104
930,fresia,sí ahora mismo,mapuche,hombre,111,2009,10104
931,frutillar,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,94,2009,10105
932,frutillar,no,mapuche,hombre,521,2009,10105
933,frutillar,sí ahora mismo,mapuche,mujer,63,2009,10105
934,frutillar,sí en otra época del año,mapuche,mujer,48,2009,10105
935,frutillar,no,no pertenece a ningún pueblo indígena,hombre,1999,2009,10105
936,frutillar,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,242,2009,10105
937,frutillar,no,mapuche,mujer,541,2009,10105
938,frutillar,sí ahora mismo,mapuche,hombre,24,2009,10105
939,frutillar,no,no pertenece a ningún pueblo indígena,mujer,4127,2009,10105
940,frutillar,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,102,2009,10105
941,frutillar,no,coya,mujer,81,2009,10105
942,frutillar,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,63,2009,10105
943,futaleufú,no,no pertenece a ningún pueblo indígena,mujer,444,2009,10402
944,futaleufú,sí ahora mismo,mapuche,mujer,2,2009,10402
945,futaleufú,sí ahora mismo,mapuche,hombre,2,2009,10402
946,futaleufú,no,mapuche,hombre,16,2009,10402
947,futaleufú,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,24,2009,10402
948,futaleufú,no,mapuche,mujer,54,2009,10402
949,futaleufú,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2,2009,10402
950,futaleufú,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,33,2009,10402
951,futaleufú,no,no pertenece a ningún pueblo indígena,hombre,172,2009,10402
952,futaleufú,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,4,2009,10402
953,futrono,sí ahora mismo,mapuche,hombre,59,2009,14202
954,futrono,sí en otra época del año,mapuche,mujer,77,2009,14202
955,futrono,sí en otra época del año,mapuche,hombre,16,2009,14202
956,futrono,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,536,2009,14202
957,futrono,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,301,2009,14202
958,futrono,sí ahora mismo,mapuche,mujer,102,2009,14202
959,futrono,no,no pertenece a ningún pueblo indígena,hombre,1631,2009,14202
960,futrono,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,189,2009,14202
961,futrono,no,no pertenece a ningún pueblo indígena,mujer,3000,2009,14202
962,futrono,no,mapuche,hombre,318,2009,14202
963,futrono,no,mapuche,mujer,707,2009,14202
964,futrono,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,204,2009,14202
965,galvarino,no,no pertenece a ningún pueblo indígena,mujer,862,2009,9106
966,galvarino,sí ahora mismo,mapuche,hombre,79,2009,9106
967,galvarino,sí en otra época del año,mapuche,mujer,400,2009,9106
968,galvarino,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,56,2009,9106
969,galvarino,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,120,2009,9106
970,galvarino,sí ahora mismo,mapuche,mujer,311,2009,9106
971,galvarino,sí en otra época del año,mapuche,hombre,284,2009,9106
972,galvarino,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,53,2009,9106
973,galvarino,no,no pertenece a ningún pueblo indígena,hombre,360,2009,9106
974,galvarino,no,mapuche,mujer,1721,2009,9106
975,galvarino,no,mapuche,hombre,657,2009,9106
976,galvarino,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,78,2009,9106
977,galvarino,no,coya,mujer,16,2009,9106
978,general lagos,sí en otra época del año,aymara,mujer,32,2009,15202
979,general lagos,no,aymara,mujer,248,2009,15202
980,general lagos,no,aymara,hombre,184,2009,15202
981,general lagos,sí ahora mismo,aymara,hombre,24,2009,15202
982,gorbea,no,no pertenece a ningún pueblo indígena,mujer,3276,2009,9107
983,gorbea,sí en otra época del año,mapuche,mujer,173,2009,9107
984,gorbea,sí en otra época del año,mapuche,hombre,24,2009,9107
985,gorbea,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,499,2009,9107
986,gorbea,no,aymara,mujer,26,2009,9107
987,gorbea,sí ahora mismo,mapuche,mujer,60,2009,9107
988,gorbea,no,mapuche,mujer,406,2009,9107
989,gorbea,sí ahora mismo,mapuche,hombre,51,2009,9107
990,gorbea,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,605,2009,9107
991,gorbea,no,no pertenece a ningún pueblo indígena,hombre,1510,2009,9107
992,gorbea,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,297,2009,9107
993,gorbea,no,mapuche,hombre,192,2009,9107
994,gorbea,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,217,2009,9107
995,graneros,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,866,2009,6106
996,graneros,sí ahora mismo,mapuche,mujer,21,2009,6106
997,graneros,no,mapuche,mujer,154,2009,6106
998,graneros,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,346,2009,6106
999,graneros,no,mapuche,hombre,102,2009,6106
1000,graneros,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,85,2009,6106
1001,graneros,no,no pertenece a ningún pueblo indígena,mujer,5033,2009,6106
1002,graneros,no,no pertenece a ningún pueblo indígena,hombre,2796,2009,6106
1003,hijuelas,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,93,2009,5503
1004,hijuelas,no,mapuche,mujer,52,2009,5503
1005,hijuelas,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,62,2009,5503
1006,hijuelas,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,434,2009,5503
1007,hijuelas,no,no pertenece a ningún pueblo indígena,hombre,2265,2009,5503
1008,hijuelas,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,91,2009,5503
1009,hijuelas,no,mapuche,hombre,28,2009,5503
1010,hijuelas,no,no pertenece a ningún pueblo indígena,mujer,4746,2009,5503
1011,hualaihué,sí ahora mismo,mapuche,mujer,16,2009,10403
1012,hualaihué,sí en otra época del año,mapuche,mujer,36,2009,10403
1013,hualaihué,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,18,2009,10403
1014,hualaihué,no,no pertenece a ningún pueblo indígena,hombre,567,2009,10403
1015,hualaihué,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,81,2009,10403
1016,hualaihué,no,mapuche,hombre,348,2009,10403
1017,hualaihué,sí en otra época del año,mapuche,hombre,9,2009,10403
1018,hualaihué,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,129,2009,10403
1019,hualaihué,no,no pertenece a ningún pueblo indígena,mujer,1227,2009,10403
1020,hualaihué,no,mapuche,mujer,501,2009,10403
1021,hualaihué,no,quechua,mujer,9,2009,10403
1022,hualaihué,no,kawésqar,hombre,8,2009,10403
1023,hualaihué,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,33,2009,10403
1024,hualañé,sí ahora mismo,mapuche,hombre,10,2009,7302
1025,hualañé,no,mapuche,hombre,16,2009,7302
1026,hualañé,sí en otra época del año,mapuche,mujer,10,2009,7302
1027,hualañé,no,no pertenece a ningún pueblo indígena,hombre,1251,2009,7302
1028,hualañé,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,90,2009,7302
1029,hualañé,no,mapuche,mujer,26,2009,7302
1030,hualañé,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,100,2009,7302
1031,hualañé,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,133,2009,7302
1032,hualañé,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,180,2009,7302
1033,hualañé,no,no pertenece a ningún pueblo indígena,mujer,3172,2009,7302
1034,hualpén,no,no pertenece a ningún pueblo indígena,mujer,19594,2009,8112
1035,hualpén,no,mapuche,mujer,579,2009,8112
1036,hualpén,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,888,2009,8112
1037,hualpén,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,556,2009,8112
1038,hualpén,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,2321,2009,8112
1039,hualpén,no,mapuche,hombre,339,2009,8112
1040,hualpén,no,no pertenece a ningún pueblo indígena,hombre,11789,2009,8112
1041,hualpén,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,3059,2009,8112
1042,hualpén,sí ahora mismo,mapuche,mujer,80,2009,8112
1043,hualqui,sí ahora mismo,mapuche,mujer,108,2009,8105
1044,hualqui,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,938,2009,8105
1045,hualqui,no,no pertenece a ningún pueblo indígena,mujer,4982,2009,8105
1046,hualqui,no,mapuche,hombre,78,2009,8105
1047,hualqui,no,mapuche,mujer,90,2009,8105
1048,hualqui,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,569,2009,8105
1049,hualqui,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,185,2009,8105
1050,hualqui,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,303,2009,8105
1051,hualqui,no,no pertenece a ningún pueblo indígena,hombre,2741,2009,8105
1052,huara,no,no pertenece a ningún pueblo indígena,hombre,163,2009,1404
1053,huara,no,aymara,hombre,330,2009,1404
1054,huara,no,quechua,mujer,6,2009,1404
1055,huara,sí en otra época del año,aymara,hombre,18,2009,1404
1056,huara,sí en otra época del año,aymara,mujer,13,2009,1404
1057,huara,no,mapuche,mujer,14,2009,1404
1058,huara,no,aymara,mujer,560,2009,1404
1059,huara,sí ahora mismo,mapuche,hombre,4,2009,1404
1060,huara,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,11,2009,1404
1061,huara,no,no pertenece a ningún pueblo indígena,mujer,248,2009,1404
1062,huara,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,10,2009,1404
1063,huasco,no,diaguita,hombre,14,2009,3304
1064,huasco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,164,2009,3304
1065,huasco,no,aymara,mujer,32,2009,3304
1066,huasco,no,coya,mujer,16,2009,3304
1067,huasco,no,diaguita,mujer,13,2009,3304
1068,huasco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,120,2009,3304
1069,huasco,no,aymara,hombre,64,2009,3304
1070,huasco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,69,2009,3304
1071,huasco,no,coya,hombre,16,2009,3304
1072,huasco,no,no pertenece a ningún pueblo indígena,hombre,818,2009,3304
1073,huasco,no,mapuche,mujer,90,2009,3304
1074,huasco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,57,2009,3304
1075,huasco,no,no pertenece a ningún pueblo indígena,mujer,1531,2009,3304
1076,huechuraba,no,mapuche,mujer,876,2009,13107
1077,huechuraba,no,no pertenece a ningún pueblo indígena,hombre,9466,2009,13107
1078,huechuraba,no,quechua,mujer,63,2009,13107
1079,huechuraba,sí en otra época del año,mapuche,mujer,56,2009,13107
1080,huechuraba,no,mapuche,hombre,624,2009,13107
1081,huechuraba,no,no pertenece a ningún pueblo indígena,mujer,17099,2009,13107
1082,huechuraba,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,750,2009,13107
1083,huechuraba,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,893,2009,13107
1084,huechuraba,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,730,2009,13107
1085,huechuraba,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,418,2009,13107
1086,illapel,no,no pertenece a ningún pueblo indígena,hombre,4138,2009,4201
1087,illapel,no,mapuche,hombre,52,2009,4201
1088,illapel,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,126,2009,4201
1089,illapel,no,mapuche,mujer,129,2009,4201
1090,illapel,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,149,2009,4201
1091,illapel,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,247,2009,4201
1092,illapel,no,diaguita,mujer,49,2009,4201
1093,illapel,no,no pertenece a ningún pueblo indígena,mujer,8259,2009,4201
1094,independencia,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,954,2009,13108
1095,independencia,no,no pertenece a ningún pueblo indígena,mujer,10953,2009,13108
1096,independencia,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,550,2009,13108
1097,independencia,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,949,2009,13108
1098,independencia,no,diaguita,mujer,138,2009,13108
1099,independencia,no,no pertenece a ningún pueblo indígena,hombre,4131,2009,13108
1100,independencia,sí ahora mismo,diaguita,hombre,69,2009,13108
1101,independencia,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1023,2009,13108
1102,iquique,no,mapuche,hombre,642,2009,1101
1103,iquique,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,877,2009,1101
1104,iquique,no,aymara,mujer,1459,2009,1101
1105,iquique,no,quechua,hombre,269,2009,1101
1106,iquique,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1867,2009,1101
1107,iquique,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,2928,2009,1101
1108,iquique,no,mapuche,mujer,501,2009,1101
1109,iquique,no,aymara,hombre,1717,2009,1101
1110,iquique,no,no pertenece a ningún pueblo indígena,mujer,41376,2009,1101
1111,iquique,sí en otra época del año,aymara,mujer,262,2009,1101
1112,iquique,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,776,2009,1101
1113,iquique,no,no pertenece a ningún pueblo indígena,hombre,19028,2009,1101
1114,iquique,no,quechua,mujer,121,2009,1101
1115,iquique,no,diaguita,mujer,121,2009,1101
1116,isla de maipo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,300,2009,13603
1117,isla de maipo,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,169,2009,13603
1118,isla de maipo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,207,2009,13603
1119,isla de maipo,no,no pertenece a ningún pueblo indígena,hombre,3653,2009,13603
1120,isla de maipo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,158,2009,13603
1121,isla de maipo,no,no pertenece a ningún pueblo indígena,mujer,7164,2009,13603
1122,isla de maipo,no,mapuche,mujer,419,2009,13603
1123,isla de maipo,no,mapuche,hombre,171,2009,13603
1124,isla de maipo,sí en otra época del año,mapuche,mujer,33,2009,13603
1125,la calera,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1206,2009,5502
1126,la calera,sí ahora mismo,aymara,mujer,49,2009,5502
1127,la calera,sí en otra época del año,aymara,mujer,49,2009,5502
1128,la calera,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,459,2009,5502
1129,la calera,no,aymara,hombre,147,2009,5502
1130,la calera,no,no pertenece a ningún pueblo indígena,mujer,14391,2009,5502
1131,la calera,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,979,2009,5502
1132,la calera,sí en otra época del año,mapuche,hombre,80,2009,5502
1133,la calera,no,mapuche,mujer,160,2009,5502
1134,la calera,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,380,2009,5502
1135,la calera,no,no pertenece a ningún pueblo indígena,hombre,6141,2009,5502
1136,la calera,sí ahora mismo,mapuche,mujer,63,2009,5502
1137,la calera,no,mapuche,hombre,188,2009,5502
1138,la cisterna,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,831,2009,13109
1139,la cisterna,no,no pertenece a ningún pueblo indígena,mujer,18379,2009,13109
1140,la cisterna,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1401,2009,13109
1141,la cisterna,no,rapa nui ,hombre,121,2009,13109
1142,la cisterna,sí ahora mismo,mapuche,mujer,80,2009,13109
1143,la cisterna,no,mapuche,mujer,156,2009,13109
1144,la cisterna,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,348,2009,13109
1145,la cisterna,no,no pertenece a ningún pueblo indígena,hombre,10090,2009,13109
1146,la cisterna,sí ahora mismo,rapa nui ,hombre,86,2009,13109
1147,la cisterna,no,rapa nui ,mujer,86,2009,13109
1148,la cisterna,no,mapuche,hombre,80,2009,13109
1149,la cisterna,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,399,2009,13109
1150,la cruz,no,mapuche,mujer,60,2009,5504
1151,la cruz,sí ahora mismo,mapuche,mujer,20,2009,5504
